EID,WSIN,WSEND,BSIN,BSEND,INCOUNT,ENDCOUNT
32559,1,,,,1,
32588,,,1,,1,
32618,,,1,,1,
32625,,,1,,1,
32644,,,1,,1,
32660,,,1,,1,
32675,,,2,,2,
32713,,,3,1,3,1
32715,1,,,,1,
32724,,,1,1,1,1
32732,,,2,1,2,1
32741,,,4,1,4,1
32756,,,1,1,1,1
32761,1,1,4,,5,1
32763,1,1,2,,3,1
32824,3,1,,,3,1
32851,,,5,,5,
32880,,,1,,1,
32906,1,,3,,4,
32919,,,6,,6,
32939,,,1,,1,
32949,1,,,,1,
32990,2,,1,,3,
33081,,,2,1,2,1
33093,1,,4,,5,
33138,,,1,,1,
33200,2,1,,,2,1
33211,,,6,1,6,1
33240,1,,,,1,
33258,,,2,1,2,1
33259,1,,,,1,
33271,1,,,,1,
33284,2,,3,,5,
33286,,,1,,1,
33300,4,2,1,,5,2
33318,,,1,,1,
33384,2,2,7,4,9,6
33387,3,,,,3,
33392,1,,,,1,
33409,1,,,,1,
33420,,,1,,1,
33433,,,2,,2,
33463,7,,2,,9,
33601,1,,1,,2,
33610,,,1,1,1,1
33640,7,4,,,7,4
33659,,,1,1,1,1
33686,,,1,,1,
33773,1,1,,,1,1
33809,1,,,,1,
33826,2,1,,,2,1
33889,1,,3,,4,
33897,,,1,,1,
33924,1,,,,1,
33935,,,1,,1,
34018,2,,1,,3,
34045,1,,,,1,
34053,,,2,,2,
34059,1,,,,1,
34115,2,,4,,6,
34126,2,2,,,2,2
34132,2,,1,,3,
34144,,,3,1,3,1
34161,,,2,2,2,2
34165,,,1,,1,
34176,5,1,,,5,1
34177,,,1,1,1,1
34195,,,1,,1,
34237,,,3,,3,
34307,,,1,,1,
34309,,,1,,1,
34432,,,1,1,1,1
34483,2,,6,,8,
34554,,,1,,1,
34565,2,,,,2,
34567,1,,,,1,
34586,2,,5,,7,
34598,,,1,,1,
34649,,,1,,1,
34653,1,,,,1,
34738,2,,,,2,
34797,,,1,,1,
34813,,,1,,1,
34823,1,,1,,2,
34824,,,1,,1,
34835,,,1,,1,
34854,1,,,,1,
34859,1,1,2,1,3,2
34870,1,,,,1,
34971,1,,,,1,
34979,,,6,,6,
34985,1,,1,1,2,1
35002,,,1,,1,
35042,1,,,,1,
35054,19,,12,2,31,2
35055,3,,,,3,
35085,,,1,,1,
35133,6,1,,,6,1
35171,5,1,1,,6,1
35197,,,1,,1,
35201,3,2,,,3,2
35258,1,,1,,2,
35261,,,1,,1,
35287,1,,,,1,
35336,,,1,,1,
35414,,,2,2,2,2
35416,4,,,,4,
35449,,,1,,1,
35494,,,1,1,1,1
35502,,,1,,1,
35518,,,3,1,3,1
35532,2,,2,,4,
35552,1,,2,,3,
35586,,,1,,1,
35608,,,1,,1,
35651,,,1,,1,
35714,1,1,,,1,1
35755,1,1,,,1,1
35756,3,,15,10,18,10
35776,,,1,,1,
35801,1,,2,,3,
35812,,,1,,1,
35833,,,1,,1,
35868,,,1,,1,
35899,2,,,,2,
35941,,,1,1,1,1
35996,2,,3,,5,
36024,1,,3,2,4,2
36034,,,1,,1,
36084,2,,,,2,
36107,1,,1,,2,
36110,4,,4,,8,
36124,1,,1,1,2,1
36172,,,1,,1,
36187,,,1,,1,
36198,,,1,,1,
36199,1,,,,1,
36220,1,,,,1,
36254,,,1,1,1,1
36268,,,1,,1,
36345,,,1,,1,
36355,,,2,,2,
36384,1,,,,1,
36395,,,1,,1,
36454,,,1,,1,
36462,1,1,1,,2,1
36473,,,1,,1,
36475,,,3,,3,
36518,1,,,,1,
36531,3,1,,,3,1
36539,1,,,,1,
36577,,,1,,1,
36583,,,1,,1,
36585,4,,14,1,18,1
36592,,,1,,1,
36623,1,,1,,2,
36654,1,,,,1,
36657,,,1,,1,
36663,8,3,4,,12,3
36672,2,,1,,3,
36708,1,,10,,11,
36796,,,1,,1,
36817,,,1,,1,
36853,1,,,,1,
36877,,,1,,1,
36940,,,1,,1,
36942,,,1,,1,
36964,2,2,2,,4,2
37004,,,1,,1,
37028,,,1,1,1,1
37064,2,,4,,6,
37076,1,1,3,,4,1
37090,,,1,,1,
37114,3,1,4,,7,1
37194,,,1,,1,
37228,1,,,,1,
37260,1,,,,1,
37267,1,,,,1,
37289,1,,2,1,3,1
37290,,,2,1,2,1
37302,,,1,,1,
37326,1,,1,1,2,1
37339,,,1,,1,
37353,1,,1,,2,
37386,,,2,,2,
37387,,,1,,1,
37459,1,,,,1,
37520,6,,,,6,
37540,1,,1,,2,
37593,,,1,,1,
37609,,,3,,3,
37623,,,2,1,2,1
37645,,,1,,1,
37692,,,7,,7,
37695,,,1,,1,
37710,,,13,7,13,7
37728,,,2,1,2,1
37749,1,,,,1,
37789,,,1,,1,
37809,,,1,1,1,1
37832,1,,,,1,
37841,,,1,,1,
37847,4,2,2,,6,2
37909,,,2,,2,
37944,1,,7,4,8,4
37958,4,2,2,,6,2
37968,,,1,,1,
37971,65,12,12,1,77,13
37972,1,,7,3,8,3
37997,,,1,,1,
38025,1,,,,1,
38027,2,,,,2,
38041,1,,,,1,
38043,1,,,,1,
38063,,,1,,1,
38072,2,,,,2,
38085,1,,1,,2,
38119,,,1,,1,
38154,1,,2,,3,
38171,,,1,,1,
38232,1,1,,,1,1
38240,,,1,,1,
38283,1,,,,1,
38313,1,,1,,2,
38364,1,,,,1,
38415,,,1,,1,
38439,2,,,,2,
38479,,,1,,1,
38494,,,5,1,5,1
38549,5,,2,,7,
38570,1,,,,1,
38571,,,1,,1,
38574,,,1,,1,
38611,1,,,,1,
38617,,,1,,1,
38633,,,1,,1,
38649,2,2,,,2,2
38656,1,1,,,1,1
38682,,,1,,1,
38705,,,1,,1,
38732,,,1,,1,
38742,,,1,,1,
38763,,,1,,1,
38770,4,,,,4,
38842,,,2,2,2,2
38888,,,4,,4,
38904,,,1,1,1,1
38951,1,1,,,1,1
38961,,,1,,1,
38966,,,1,1,1,1
39084,,,1,,1,
39100,,,1,,1,
39148,3,,,,3,
39153,1,1,,,1,1
39159,3,,,,3,
39184,1,,,,1,
39188,,,3,,3,
39228,3,,6,2,9,2
39268,,,1,,1,
39272,,,1,,1,
39365,1,1,,,1,1
39382,,,1,,1,
39387,,,2,,2,
39411,,,1,1,1,1
39419,1,,1,,2,
39423,,,2,,2,
39439,,,1,,1,
39458,,,1,,1,
39462,,,1,,1,
39618,,,1,,1,
39647,,,1,1,1,1
39689,1,,,,1,
39738,3,1,,,3,1
39770,,,1,,1,
39788,1,,,,1,
39802,,,1,,1,
39863,,,1,,1,
39885,,,1,,1,
39894,1,,,,1,
39937,,,1,,1,
39939,1,,,,1,
39959,3,3,1,,4,3
39960,,,2,,2,
39977,,,1,1,1,1
39987,,,1,1,1,1
39992,1,,1,,2,
39998,,,1,1,1,1
40080,,,1,,1,
40096,,,1,,1,
40139,,,1,,1,
40168,1,,,,1,
40219,,,1,,1,
40258,1,,,,1,
40271,3,1,3,2,6,3
40338,1,,,,1,
40339,,,9,1,9,1
40349,1,1,2,,3,1
40357,,,1,,1,
40381,,,1,,1,
40402,,,1,,1,
40410,13,3,12,2,25,5
40428,,,2,,2,
40445,2,,,,2,
40454,1,1,2,1,3,2
40505,1,,,,1,
40515,,,1,,1,
40525,1,,1,,2,
40543,,,1,,1,
40593,1,,1,,2,
40605,,,1,,1,
40644,3,3,3,2,6,5
40663,1,,,,1,
40673,1,1,,,1,1
40680,2,,5,,7,
40693,2,,1,,3,
40729,,,1,1,1,1
40737,1,1,,,1,1
40745,1,,,,1,
40756,,,1,,1,
40893,1,,,,1,
40981,,,1,,1,
40994,,,1,,1,
41009,4,4,,,4,4
41059,4,,,,4,
41079,1,,1,,2,
41180,1,,,,1,
41197,25,5,13,,38,5
41209,1,,2,1,3,1
41267,,,2,,2,
41304,2,,1,,3,
41416,,,1,,1,
41525,1,,,,1,
41561,,,1,,1,
41595,,,2,1,2,1
41660,,,1,,1,
41712,2,1,1,,3,1
41716,1,,1,,2,
41749,,,1,,1,
41790,2,2,1,,3,2
41802,,,2,,2,
41815,,,1,1,1,1
41816,,,1,,1,
41856,1,,,,1,
41865,,,1,,1,
41869,4,2,6,,10,2
41885,1,,,,1,
41890,1,,1,,2,
41901,1,1,,,1,1
41929,,,1,1,1,1
41935,,,1,,1,
41971,1,,,,1,
42025,,,2,,2,
42064,,,1,,1,
42070,3,,2,1,5,1
42083,,,1,,1,
42116,,,1,1,1,1
42256,,,2,2,2,2
42260,1,1,,,1,1
42297,,,1,,1,
42314,,,1,,1,
42346,,,1,,1,
42363,,,2,,2,
42366,1,,,,1,
42443,1,,,,1,
42517,1,,,,1,
42638,1,,,,1,
42639,1,,,,1,
42663,1,,,,1,
42762,1,1,1,,2,1
42769,,,2,1,2,1
42786,1,1,9,2,10,3
42803,1,,1,,2,
42832,,,2,1,2,1
42865,3,,1,,4,
42892,1,,,,1,
42944,,,1,,1,
43063,,,1,1,1,1
43070,,,2,,2,
43083,2,,4,4,6,4
43114,,,1,,1,
43115,2,1,1,1,3,2
43128,,,2,,2,
43133,,,1,,1,
43134,3,,,,3,
43139,,,1,1,1,1
43140,,,1,,1,
43146,,,3,,3,
43149,,,1,,1,
43206,,,1,,1,
43217,,,1,,1,
43219,4,,7,,11,
43255,1,1,,,1,1
43272,3,,2,,5,
43274,,,1,,1,
43275,,,1,,1,
43276,3,,2,,5,
43282,1,,,,1,
43297,,,1,,1,
43305,1,,,,1,
43310,,,1,1,1,1
43350,2,2,7,1,9,3
43393,,,1,,1,
43405,,,10,3,10,3
43411,1,,,,1,
43417,1,,,,1,
43427,,,1,,1,
43431,,,1,,1,
43449,3,1,1,,4,1
43479,7,,,,7,
43507,1,,,,1,
43517,,,1,,1,
43544,,,1,,1,
43614,,,1,,1,
43652,,,1,,1,
43690,,,2,,2,
43748,10,1,8,2,18,3
43756,,,1,,1,
43786,4,,,,4,
43843,,,1,,1,
43850,1,,,,1,
43913,6,,4,,10,
43978,,,1,,1,
44008,,,1,1,1,1
44015,1,,1,,2,
44031,1,,,,1,
44033,1,,,,1,
44040,1,,1,,2,
44066,1,,,,1,
44074,,,3,,3,
44087,3,3,,,3,3
44114,,,3,,3,
44126,2,,,,2,
44129,2,,,,2,
44138,,,1,,1,
44140,,,4,1,4,1
44169,,,2,1,2,1
44175,,,1,,1,
44176,,,3,,3,
44218,1,,1,,2,
44246,10,,,,10,
44405,1,,,,1,
44421,,,1,,1,
44425,,,2,,2,
44518,,,1,,1,
44722,1,,,,1,
44758,,,1,1,1,1
44760,1,,,,1,
44764,,,2,,2,
44800,,,1,,1,
44801,,,1,,1,
44847,1,,,,1,
44851,1,,1,,2,
44886,,,1,,1,
44932,,,1,,1,
44948,,,1,,1,
44959,,,1,,1,
44981,,,2,,2,
45016,,,1,,1,
45070,1,,,,1,
45087,,,1,,1,
45118,,,1,,1,
45141,,,1,1,1,1
45160,,,1,,1,
45166,1,,2,,3,
45195,,,1,,1,
45227,,,6,3,6,3
45230,1,,,,1,
45246,2,,1,,3,
45281,1,,,,1,
45316,1,,1,,2,
45348,4,,1,,5,
45351,,,1,,1,
45385,1,,,,1,
45427,,,1,1,1,1
45442,8,2,4,1,12,3
45460,2,,,,2,
45463,,,2,,2,
45521,,,1,,1,
45541,1,,1,1,2,1
45611,,,2,,2,
45616,,,1,,1,
45621,1,,,,1,
45643,1,1,1,,2,1
45713,,,1,,1,
45750,,,1,,1,
45761,1,,,,1,
45808,,,1,,1,
45836,,,1,,1,
45847,4,,,,4,
45860,,,1,,1,
45869,,,1,,1,
45882,,,1,,1,
45891,,,2,,2,
45895,1,,,,1,
45904,,,1,,1,
45905,,,4,,4,
45932,3,1,2,2,5,3
45959,,,3,,3,
45963,1,,,,1,
45975,,,1,,1,
46000,,,5,3,5,3
46019,1,,,,1,
46025,2,1,,,2,1
46032,,,1,,1,
46081,1,,,,1,
46082,,,1,,1,
46097,,,1,,1,
46197,1,,,,1,
46216,,,1,,1,
46220,5,2,4,,9,2
46257,,,1,,1,
46273,,,1,,1,
46303,,,1,,1,
46321,,,1,,1,
46389,1,,,,1,
46396,,,1,,1,
46411,,,3,3,3,3
46418,1,1,,,1,1
46427,3,1,,,3,1
46473,,,2,,2,
46490,,,1,,1,
46491,1,,,,1,
46497,,,1,,1,
46499,,,1,,1,
46506,,,1,,1,
46536,,,1,,1,
46553,,,1,,1,
46578,,,1,,1,
46592,,,1,,1,
46610,,,2,,2,
46625,,,1,,1,
46663,2,,1,,3,
46710,,,1,,1,
46732,2,1,5,,7,1
46742,1,1,6,,7,1
46746,,,1,,1,
46772,1,,1,,2,
46792,1,1,,,1,1
46803,,,2,,2,
46807,,,1,,1,
46822,3,1,1,,4,1
46841,,,1,,1,
46855,,,1,,1,
46859,,,1,1,1,1
46861,,,1,,1,
46906,,,1,,1,
46917,,,2,,2,
46940,,,4,,4,
46953,1,,,,1,
46997,,,1,,1,
47027,,,1,,1,
47044,1,,,,1,
47058,1,,1,,2,
47081,,,1,,1,
47086,,,2,,2,
47101,,,9,,9,
47186,2,,,,2,
47201,,,1,1,1,1
47231,3,2,1,1,4,3
47234,,,1,,1,
47255,1,,,,1,
47268,,,1,,1,
47281,,,1,,1,
47333,,,3,,3,
47388,,,2,1,2,1
47392,,,1,1,1,1
47400,1,,3,2,4,2
47431,3,,1,,4,
47461,,,5,,5,
47463,,,1,,1,
47549,,,2,,2,
47567,,,1,,1,
47578,,,1,,1,
47589,1,,,,1,
47612,2,,,,2,
47634,5,1,,,5,1
47690,1,,,,1,
47773,1,1,2,1,3,2
47916,1,,,,1,
47926,1,,,,1,
48030,2,,,,2,
48086,,,4,,4,
48102,1,,1,,2,
48185,,,1,,1,
48299,,,1,,1,
48332,1,,,,1,
48352,,,1,,1,
48413,,,1,,1,
48455,1,,,,1,
48470,,,1,,1,
48490,2,,,,2,
48496,,,1,,1,
48504,,,3,1,3,1
48571,,,1,,1,
48587,,,1,1,1,1
48595,,,1,,1,
48623,2,2,,,2,2
48628,,,1,,1,
48640,2,1,,,2,1
48645,1,,,,1,
48668,1,,,,1,
48702,,,1,,1,
48735,,,6,3,6,3
48752,9,,1,,10,
48772,,,1,,1,
48782,,,3,,3,
48805,,,1,1,1,1
48846,,,1,,1,
48869,,,1,,1,
48887,1,,,,1,
48894,,,2,,2,
48976,,,1,,1,
49017,2,,6,,8,
49018,3,,,,3,
49027,,,1,,1,
49047,1,,3,,4,
49048,1,,1,,2,
49082,,,1,,1,
49110,,,5,1,5,1
49112,,,1,1,1,1
49118,1,,1,,2,
49119,1,,,,1,
49173,3,,,,3,
49228,,,1,,1,
49243,,,3,,3,
49291,,,1,1,1,1
49332,,,1,,1,
49347,,,1,,1,
49377,4,,,,4,
49387,,,3,,3,
49402,,,1,1,1,1
49406,6,,1,,7,
49426,1,,,,1,
49438,,,1,,1,
49467,,,5,,5,
49472,10,,1,,11,
49481,,,3,,3,
49506,1,,,,1,
49515,,,1,1,1,1
49551,1,1,1,,2,1
49580,,,3,,3,
49589,,,2,,2,
49606,,,3,3,3,3
49621,,,2,1,2,1
49627,2,,,,2,
49682,,,1,,1,
49703,3,,1,,4,
49717,1,1,,,1,1
49726,,,1,1,1,1
49774,,,1,,1,
49781,,,1,,1,
49821,,,1,,1,
49834,3,1,5,2,8,3
49865,,,1,,1,
49877,,,1,,1,
49880,,,1,,1,
49895,,,1,,1,
49903,,,1,,1,
49912,2,,,,2,
49924,,,1,,1,
49971,1,1,,,1,1
49976,9,1,9,,18,1
49977,1,,,,1,
49995,10,,6,,16,
50001,1,,,,1,
50047,,,1,,1,
50092,,,3,,3,
50094,1,,11,,12,
50134,1,,,,1,
50156,1,,1,,2,
50172,,,1,,1,
50206,1,,7,,8,
50213,1,,2,1,3,1
50289,4,,,,4,
50387,,,3,,3,
50400,1,1,,,1,1
50423,,,1,1,1,1
50438,,,1,,1,
50448,,,1,,1,
50451,,,1,,1,
50462,,,1,,1,
50464,1,1,,,1,1
50482,,,1,1,1,1
50497,,,1,,1,
50541,10,1,,,10,1
50599,1,,,,1,
50610,,,1,,1,
50615,1,,4,,5,
50745,1,,2,1,3,1
50794,2,,,,2,
50799,,,1,,1,
50811,3,,,,3,
50849,7,,16,1,23,1
50863,1,,,,1,
50885,,,2,,2,
50917,2,1,,,2,1
50929,1,,,,1,
50945,,,4,,4,
50967,20,,6,,26,
51056,,,2,,2,
51068,14,1,19,,33,1
51081,,,2,1,2,1
51094,2,,,,2,
51146,,,1,1,1,1
51158,,,1,,1,
51181,,,2,1,2,1
51208,1,,,,1,
51226,,,2,,2,
51227,1,,,,1,
51254,1,,,,1,
51276,1,,1,,2,
51388,,,1,,1,
51398,1,,3,,4,
51445,,,5,,5,
51467,1,,,,1,
51516,1,,1,,2,
51521,1,,11,5,12,5
51534,2,,,,2,
51576,1,1,,,1,1
51631,1,,14,,15,
51665,,,2,,2,
51668,1,,,,1,
51686,1,,,,1,
51697,18,8,20,3,38,11
51713,1,,,,1,
51760,1,,3,,4,
51788,,,2,1,2,1
51801,,,1,,1,
51815,,,1,,1,
51843,,,1,,1,
51860,,,1,,1,
51865,,,19,1,19,1
51891,1,,,,1,
51923,,,1,,1,
51941,1,,,,1,
51946,,,1,1,1,1
52004,1,,,,1,
52060,4,3,3,1,7,4
52117,1,,5,1,6,1
52239,1,,,,1,
52261,,,2,,2,
52305,,,1,,1,
52360,,,2,,2,
52420,5,,2,,7,
52473,1,,1,,2,
52484,,,1,,1,
52500,,,3,,3,
52552,1,,,,1,
52575,,,1,,1,
52587,,,1,,1,
52603,,,1,1,1,1
52646,21,6,3,1,24,7
52649,,,3,,3,
52670,1,,,,1,
52677,,,1,,1,
52679,,,1,,1,
52703,,,3,3,3,3
52715,,,1,,1,
52725,,,1,,1,
52734,,,2,1,2,1
52811,,,5,3,5,3
52814,,,1,,1,
52832,,,1,,1,
52833,,,2,,2,
52839,,,1,,1,
52852,1,1,,,1,1
52862,1,,,,1,
52866,,,1,,1,
52938,,,1,1,1,1
53004,,,1,,1,
53037,5,1,6,,11,1
53056,,,1,1,1,1
53075,1,,3,,4,
53139,,,1,,1,
53142,1,,4,,5,
53170,1,,,,1,
53231,,,1,,1,
53266,2,1,,,2,1
53295,,,1,,1,
53326,,,1,,1,
53337,1,1,,,1,1
53369,1,,,,1,
53375,5,,9,,14,
53450,2,,1,,3,
53458,2,,,,2,
53464,1,,,,1,
53507,1,,,,1,
53512,,,2,,2,
53516,,,1,,1,
53572,2,,,,2,
53587,1,,,,1,
53606,,,4,,4,
53694,,,1,1,1,1
53752,3,1,,,3,1
53765,,,1,,1,
53779,2,,,,2,
53793,,,3,1,3,1
53810,1,,,,1,
53813,1,,,,1,
53842,4,,2,,6,
53875,2,,,,2,
53887,,,1,,1,
53912,,,1,,1,
53930,4,1,2,,6,1
53939,,,1,,1,
53940,,,1,,1,
53957,,,1,,1,
53985,,,1,,1,
54015,1,,1,,2,
54024,,,1,,1,
54074,1,,3,,4,
54112,1,,1,,2,
54138,1,,,,1,
54179,,,1,,1,
54187,,,2,,2,
54191,3,1,,,3,1
54201,1,,,,1,
54239,,,1,,1,
54241,,,3,,3,
54260,,,6,,6,
54315,,,4,,4,
54320,1,,1,,2,
54338,,,1,,1,
54376,,,1,,1,
54404,,,1,1,1,1
54409,1,1,,,1,1
54410,3,,,,3,
54417,1,,,,1,
54445,,,4,,4,
54453,1,,,,1,
54467,1,1,,,1,1
54468,6,,,,6,
54472,,,3,2,3,2
54502,,,2,,2,
54551,,,2,1,2,1
54562,2,,1,,3,
54607,1,,,,1,
54608,,,1,,1,
54637,2,1,,,2,1
54639,,,2,,2,
54678,1,,4,,5,
54680,1,,1,,2,
54693,,,2,,2,
54698,2,,5,,7,
54706,,,1,,1,
54714,,,1,,1,
54717,1,,,,1,
54762,,,1,,1,
54907,1,,3,,4,
54913,2,,4,,6,
54956,1,,,,1,
54957,1,,1,,2,
54958,1,,,,1,
54996,4,,1,,5,
55002,1,,,,1,
55022,,,2,,2,
55089,,,4,1,4,1
55090,2,,2,,4,
55176,,,1,,1,
55190,1,,10,1,11,1
55207,4,1,1,,5,1
55212,,,5,1,5,1
55275,,,1,,1,
55356,,,1,,1,
55382,,,1,,1,
55399,1,,,,1,
55402,5,,,,5,
55428,,,1,,1,
55449,,,1,1,1,1
55450,,,1,,1,
55461,,,2,,2,
55476,,,1,,1,
55478,,,1,,1,
55488,3,,4,,7,
55573,1,,,,1,
55589,,,1,,1,
55592,,,1,,1,
55621,,,1,,1,
55623,,,2,,2,
55655,2,,,,2,
55673,,,1,,1,
55681,,,1,,1,
55755,,,1,,1,
55784,,,1,1,1,1
55796,,,1,,1,
55801,2,,4,,6,
55820,1,,,,1,
55822,,,1,,1,
55823,2,,,,2,
55879,1,1,2,,3,1
55910,,,1,1,1,1
55917,,,1,,1,
55971,,,2,,2,
55994,,,1,,1,
56009,,,1,,1,
56010,2,1,1,1,3,2
56025,1,,,,1,
56033,4,,1,,5,
56118,1,,,,1,
56154,,,1,,1,
56156,,,2,,2,
56166,1,,2,,3,
56216,1,,,,1,
56223,4,,,,4,
56236,7,,3,,10,
56239,,,1,,1,
56243,,,1,,1,
56289,,,1,1,1,1
56300,,,1,,1,
56332,1,,,,1,
56333,1,,,,1,
56366,,,1,,1,
56415,,,1,1,1,1
56452,3,1,,,3,1
56473,,,6,,6,
56504,,,1,,1,
56533,1,,,,1,
56559,,,2,2,2,2
56566,2,,,,2,
56642,1,,,,1,
56656,,,3,,3,
56660,,,1,,1,
56673,,,1,,1,
56684,,,2,,2,
56731,5,5,3,3,8,8
56751,2,,1,,3,
56753,,,1,1,1,1
56809,11,,1,,12,
56827,,,1,,1,
56870,1,,,,1,
56951,,,1,,1,
56953,,,4,,4,
57041,1,,,,1,
57114,1,,,,1,
57158,4,,2,,6,
57295,,,1,,1,
57313,,,1,,1,
57316,,,1,,1,
57346,,,7,1,7,1
57401,1,,,,1,
57438,,,2,,2,
57454,2,,,,2,
57456,1,,,,1,
57482,,,1,,1,
57500,1,,,,1,
57508,,,1,,1,
57540,,,1,,1,
57622,,,1,,1,
57660,15,,14,,29,
57705,,,1,1,1,1
57719,,,1,,1,
57725,3,,3,,6,
57737,4,,12,,16,
57774,,,1,1,1,1
57820,1,,,,1,
57838,3,,,,3,
57847,,,2,,2,
57848,,,1,,1,
57863,1,,,,1,
57904,1,1,2,1,3,2
57910,2,,8,,10,
57916,1,,1,,2,
57940,,,1,,1,
57990,1,,1,,2,
58020,,,1,,1,
58060,,,4,,4,
58070,2,1,,,2,1
58089,,,1,1,1,1
58171,,,1,,1,
58175,,,1,1,1,1
58198,,,2,,2,
58287,1,,,,1,
58292,2,,6,,8,
58313,,,2,,2,
58330,,,3,1,3,1
58367,2,,,,2,
58371,2,,,,2,
58426,,,1,1,1,1
58463,1,,,,1,
58498,,,1,,1,
58531,6,2,7,2,13,4
58545,,,1,1,1,1
58599,,,1,,1,
58601,,,1,,1,
58619,1,,1,1,2,1
58654,1,1,1,1,2,2
58672,13,9,3,1,16,10
58675,15,7,12,,27,7
58712,,,2,1,2,1
58741,,,1,,1,
58745,2,,2,,4,
58772,1,,,,1,
58825,2,,,,2,
58854,1,,,,1,
58869,7,,,,7,
58926,,,4,,4,
58949,,,1,,1,
59003,1,,,,1,
59021,3,,1,,4,
59053,5,1,,,5,1
59057,,,2,,2,
59178,,,1,,1,
59307,,,2,,2,
59317,1,,3,,4,
59382,1,,1,,2,
59386,,,1,,1,
59413,1,,1,,2,
59417,15,,1,,16,
59487,,,1,,1,
59496,,,2,,2,
59526,1,,,,1,
59546,1,,,,1,
59576,8,,2,,10,
59599,,,1,1,1,1
59611,1,,,,1,
59624,1,,,,1,
59654,,,2,,2,
59655,2,1,,,2,1
59678,,,2,,2,
59679,,,1,1,1,1
59741,,,1,1,1,1
59763,,,1,,1,
59803,,,1,,1,
59832,,,2,,2,
59862,,,1,,1,
59923,,,2,,2,
59930,1,1,,,1,1
59959,,,3,,3,
59974,3,,,,3,
60001,,,1,,1,
60100,2,,,,2,
60109,1,1,1,,2,1
60122,1,1,,,1,1
60145,,,1,,1,
60156,,,1,,1,
60177,,,4,2,4,2
60187,2,,1,,3,
60189,,,1,,1,
60209,1,,,,1,
60239,1,,2,,3,
60245,1,,,,1,
60285,,,1,,1,
60326,2,,2,2,4,2
60357,1,1,1,1,2,2
60499,2,,,,2,
60510,1,,,,1,
60537,,,2,1,2,1
60560,1,,2,,3,
60562,,,1,,1,
60605,1,1,2,,3,1
60629,,,4,,4,
60660,,,1,,1,
60662,1,,1,,2,
60674,,,1,,1,
60727,3,,6,2,9,2
60781,,,1,,1,
60831,,,3,,3,
60868,1,,,,1,
60976,1,,,,1,
61021,7,,4,,11,
61088,,,1,,1,
61111,1,,,,1,
61143,2,,,,2,
61153,1,,,,1,
61174,,,2,,2,
61183,10,3,1,,11,3
61195,,,1,,1,
61202,,,1,1,1,1
61219,3,1,2,,5,1
61243,,,3,,3,
61268,13,13,1,1,14,14
61270,,,1,,1,
61291,2,,,,2,
61305,,,2,,2,
61384,,,1,,1,
61387,,,1,1,1,1
61419,,,2,,2,
61456,,,1,,1,
61462,1,,3,,4,
61473,,,1,,1,
61495,1,,,,1,
61553,,,2,1,2,1
61570,,,4,1,4,1
61576,4,3,2,1,6,4
61580,1,,1,,2,
61595,1,,,,1,
61639,,,1,,1,
61645,10,,2,,12,
61683,1,,,,1,
61693,,,1,1,1,1
61699,1,,,,1,
61728,2,1,10,1,12,2
61750,,,1,,1,
61765,2,1,1,,3,1
61807,3,1,,,3,1
61831,2,,,,2,
61845,1,,2,,3,
61853,,,1,,1,
61888,,,2,,2,
61908,2,,,,2,
61950,1,,,,1,
61983,1,,1,,2,
61990,,,1,,1,
62019,,,1,,1,
62025,,,6,3,6,3
62042,,,1,,1,
62045,,,1,,1,
62082,1,,,,1,
62088,,,1,,1,
62139,,,1,,1,
62155,1,,,,1,
62212,3,,3,,6,
62232,1,,,,1,
62243,,,3,,3,
62251,,,2,1,2,1
62260,,,1,1,1,1
62268,,,1,,1,
62280,,,1,,1,
62304,,,1,,1,
62319,,,1,,1,
62330,8,4,1,,9,4
62342,,,1,,1,
62365,,,3,,3,
62366,,,1,,1,
62379,,,1,,1,
62386,4,,,,4,
62416,,,1,,1,
62431,,,1,,1,
62486,,,1,,1,
62499,,,1,,1,
62536,,,1,,1,
62638,,,1,,1,
62653,,,1,,1,
62662,1,1,,,1,1
62679,,,1,,1,
62681,1,,3,,4,
62699,8,3,1,,9,3
62708,1,,1,,2,
62738,1,1,,,1,1
62778,1,1,,,1,1
62782,1,,,,1,
62805,1,,1,,2,
62824,1,,,,1,
62844,2,,3,,5,
62847,,,1,,1,
62853,1,,,,1,
62887,7,,2,,9,
62901,1,,,,1,
62917,1,,,,1,
62937,2,,1,,3,
62972,3,1,2,1,5,2
62999,14,,1,,15,
63009,1,,,,1,
63096,,,1,,1,
63113,1,,3,2,4,2
63136,20,,3,,23,
63161,,,4,,4,
63176,,,1,,1,
63275,,,2,,2,
63280,1,,1,,2,
63316,,,1,,1,
63341,1,,,,1,
63355,,,1,1,1,1
63458,4,,,,4,
63460,,,4,,4,
63518,,,2,,2,
63533,,,1,,1,
63552,1,,,,1,
63571,,,1,,1,
63582,1,,,,1,
63667,1,,,,1,
63680,,,1,,1,
63709,,,1,,1,
63722,10,3,2,,12,3
63831,1,,,,1,
63859,,,1,,1,
63940,1,1,,,1,1
63942,,,1,,1,
63948,2,,1,,3,
63951,1,,3,1,4,1
64006,1,,,,1,
64040,,,1,,1,
64056,,,1,,1,
64071,,,2,,2,
64080,,,2,,2,
64087,1,,,,1,
64099,1,,,,1,
64102,1,,,,1,
64124,1,,,,1,
64127,,,3,3,3,3
64152,,,2,,2,
64159,1,,,,1,
64183,3,,,,3,
