EID,change_number,found_change_number,if_change,if_found_change,found_diff,if_found_up
160990,1,0,1,0,,0
161136,1,0,1,0,,0
161302,7,0,1,0,,0
161741,2,0,1,0,,0
161889,1,0,1,0,,0
162009,3,0,1,0,,0
162059,1,0,1,0,,0
162174,8,0,1,0,,0
162263,1,0,1,0,,0
162804,1,1,1,1,450.0,1
162890,1,0,1,0,,0
162979,2,0,1,0,,0
163040,1,1,1,1,1450.0,1
163074,1,0,1,0,,0
163103,6,1,1,1,190.0,1
163169,1,0,1,0,,0
163980,7,0,1,0,,0
164047,4,0,1,0,,0
164332,3,0,1,0,,0
164474,2,0,1,0,,0
164480,1,0,1,0,,0
164572,3,0,1,0,,0
164849,2,1,1,1,2900.0,1
164960,4,1,1,1,300.0,1
164985,4,2,1,1,400.0,1
165589,26,6,1,1,240.0,1
165847,4,0,1,0,,0
165881,2,0,1,0,,0
165893,5,2,1,1,70.0,1
165896,1,0,1,0,,0
165903,11,2,1,1,180.0,1
166014,2,0,1,0,,0
166170,4,1,1,1,-20.0,-1
166596,1,0,1,0,,0
166613,2,0,1,0,,0
167087,1,0,1,0,,0
167153,2,1,1,1,400.0,1
167174,6,1,1,1,200.0,1
167624,2,1,1,1,1950.0,1
167861,2,1,1,1,400.0,1
167895,6,1,1,1,150.0,1
168089,3,0,1,0,,0
168232,1,0,1,0,,0
168362,6,1,1,1,900.0,1
168403,1,0,1,0,,0
168727,1,0,1,0,,0
168843,12,8,1,1,7031.2,1
169097,3,0,1,0,,0
169102,3,0,1,0,,0
169348,5,1,1,1,950.0,1
169464,1,0,1,0,,0
169669,2,0,1,0,,0
169837,3,0,1,0,,0
170310,8,2,1,1,140.0,1
170359,1,0,1,0,,0
170929,1,0,1,0,,0
171022,6,0,1,0,,0
171065,8,1,1,1,597.0,1
171395,1,0,1,0,,0
171399,12,8,1,1,7360.0,1
171750,11,2,1,1,80.0,1
171792,2,0,1,0,,0
171822,1,0,1,0,,0
172488,4,0,1,0,,0
172627,1,0,1,0,,0
172755,1,1,1,1,400.0,1
172887,2,0,1,0,,0
172904,1,0,1,0,,0
173165,1,0,1,0,,0
173262,2,0,1,0,,0
173354,1,0,1,0,,0
173397,1,0,1,0,,0
174051,1,0,1,0,,0
174186,1,0,1,0,,0
174235,1,0,1,0,,0
174415,1,0,1,0,,0
174607,10,1,1,1,50.0,1
174731,3,0,1,0,,0
175008,3,0,1,0,,0
175103,4,0,1,0,,0
175355,3,0,1,0,,0
175425,1,0,1,0,,0
175448,1,0,1,0,,0
175781,8,3,1,1,654.0,1
175792,1,0,1,0,,0
175939,1,0,1,0,,0
175975,4,0,1,0,,0
176101,3,0,1,0,,0
176196,1,0,1,0,,0
176434,2,0,1,0,,0
176461,1,0,1,0,,0
177194,3,1,1,1,190.0,1
177267,8,2,1,1,100.0,1
177320,4,0,1,0,,0
177330,1,0,1,0,,0
177332,1,1,1,1,900.0,1
177352,2,0,1,0,,0
177363,3,1,1,1,90.0,1
177988,3,0,1,0,,0
178659,5,1,1,1,50.0,1
178966,4,0,1,0,,0
179036,1,0,1,0,,0
179115,1,0,1,0,,0
179614,2,0,1,0,,0
179627,8,0,1,0,,0
180695,1,0,1,0,,0
180769,1,0,1,0,,0
180808,12,0,1,0,,0
181339,4,0,1,0,,0
181704,3,1,1,1,197.0,1
181867,2,0,1,0,,0
182111,3,1,1,1,1570.0,1
182144,1,0,1,0,,0
182198,2,0,1,0,,0
182274,1,0,1,0,,0
182296,4,0,1,0,,0
182502,12,1,1,1,100.0,1
182931,5,0,1,0,,0
182976,2,0,1,0,,0
183359,1,0,1,0,,0
183671,1,0,1,0,,0
183866,1,0,1,0,,0
183958,4,1,1,1,170.0,1
183986,2,1,1,1,500.0,1
184232,1,0,1,0,,0
184749,1,0,1,0,,0
184857,1,0,1,0,,0
185129,2,0,1,0,,0
185496,1,1,1,1,490.0,1
185513,1,0,1,0,,0
185713,4,0,1,0,,0
185897,1,0,1,0,,0
185898,6,6,1,1,2100.0,1
185938,9,0,1,0,,0
186047,1,0,1,0,,0
186239,9,0,1,0,,0
186421,1,0,1,0,,0
186563,1,0,1,0,,0
186623,2,0,1,0,,0
186856,2,0,1,0,,0
186887,1,0,1,0,,0
187530,14,2,1,1,850.0,1
187799,4,0,1,0,,0
187835,3,0,1,0,,0
188014,4,1,1,1,490.0,1
188099,3,2,1,1,1900.0,1
188296,6,0,1,0,,0
188338,7,1,1,1,490.0,1
188543,6,0,1,0,,0
188960,3,0,1,0,,0
189212,2,0,1,0,,0
189438,6,1,1,1,270.0,1
189594,2,0,1,0,,0
189700,2,0,1,0,,0
189707,2,0,1,0,,0
190274,2,1,1,1,150.0,1
190503,1,0,1,0,,0
191033,1,1,1,1,40.0,1
191088,2,0,1,0,,0
191136,1,1,1,1,450.0,1
191355,1,0,1,0,,0
191401,1,0,1,0,,0
191510,2,1,1,1,50.0,1
191644,6,1,1,1,140.0,1
191800,3,0,1,0,,0
191878,3,0,1,0,,0
192401,2,0,1,0,,0
192572,1,0,1,0,,0
193072,1,0,1,0,,0
193166,1,1,1,1,190.0,1
193252,2,0,1,0,,0
193294,2,0,1,0,,0
193367,5,0,1,0,,0
193410,10,0,1,0,,0
193622,1,0,1,0,,0
193673,2,1,1,1,90.0,1
193768,12,0,1,0,,0
193860,4,0,1,0,,0
193971,1,0,1,0,,0
194094,4,2,1,1,200.0,1
194115,4,2,1,1,400.0,1
194176,5,1,1,1,90.0,1
194471,2,0,1,0,,0
194500,1,0,1,0,,0
194615,5,0,1,0,,0
194685,2,1,1,1,900.0,1
195011,1,0,1,0,,0
195140,4,1,1,1,2.0481999999999996,1
195688,1,0,1,0,,0
196046,8,2,1,1,290.0,1
196563,9,2,1,1,100.0,1
196931,5,1,1,1,42.857,1
197461,8,0,1,0,,0
197752,2,1,1,1,1450.0,1
197760,1,1,1,1,490.0,1
198247,1,0,1,0,,0
198627,3,0,1,0,,0
198741,2,1,1,1,97.0,1
198850,2,0,1,0,,0
198946,7,2,1,1,200.0,1
199162,12,6,1,1,2400.0,1
199189,8,0,1,0,,0
199345,1,0,1,0,,0
199383,1,0,1,0,,0
199399,4,0,1,0,,0
199721,16,8,1,1,32000.0,1
199879,1,0,1,0,,0
200003,1,0,1,0,,0
200114,1,0,1,0,,0
200338,1,0,1,0,,0
200473,2,1,1,1,50.0,1
200726,1,0,1,0,,0
200874,12,0,1,0,,0
200898,13,6,1,1,1190.0,1
201955,4,2,1,1,-12000.0,-1
202129,1,0,1,0,,0
202669,2,0,1,0,,0
202703,24,8,1,1,175.75800000000004,1
202980,6,1,1,1,450.0,1
203161,16,0,1,0,,0
203331,2,0,1,0,,0
203525,1,0,1,0,,0
203710,7,0,1,0,,0
204024,1,0,1,0,,0
204120,1,0,1,0,,0
204126,1,1,1,1,480.0,1
204270,1,0,1,0,,0
204295,1,0,1,0,,0
204451,2,1,1,1,250.0,1
204715,2,0,1,0,,0
204726,3,0,1,0,,0
204767,1,1,1,1,900.0,1
204789,1,0,1,0,,0
204857,4,0,1,0,,0
204949,2,0,1,0,,0
204985,4,0,1,0,,0
205153,3,0,1,0,,0
205237,1,0,1,0,,0
205357,1,0,1,0,,0
205510,2,0,1,0,,0
205731,2,1,1,1,290.0,1
205912,1,0,1,0,,0
206034,3,0,1,0,,0
206083,3,0,1,0,,0
206225,1,0,1,0,,0
206336,1,0,1,0,,0
206514,1,0,1,0,,0
206582,1,0,1,0,,0
206596,3,1,1,1,455.0,1
206639,1,0,1,0,,0
206802,1,0,1,0,,0
206906,3,0,1,0,,0
207026,5,2,1,1,200.0,1
207049,6,0,1,0,,0
207058,3,0,1,0,,0
207383,3,0,1,0,,0
207775,6,1,1,1,38.88890000000001,1
207910,1,0,1,0,,0
207932,2,0,1,0,,0
208219,1,1,1,1,500.0,1
208280,2,0,1,0,,0
208393,3,2,1,1,1600.0,1
208510,1,0,1,0,,0
208741,5,2,1,1,34.0,1
208790,6,0,1,0,,0
208838,3,1,1,1,27.0,1
208855,2,0,1,0,,0
208871,6,2,1,1,200.0,1
209080,6,1,1,1,97.0,1
209151,1,1,1,1,450.0,1
209169,1,0,1,0,,0
209908,13,5,1,1,1385.0,1
210151,1,0,1,0,,0
210589,2,0,1,0,,0
210699,1,0,1,0,,0
210818,4,0,1,0,,0
211160,1,1,1,1,500.0,1
211187,1,0,1,0,,0
211364,1,0,1,0,,0
211469,5,2,1,1,300.0,1
211557,4,1,1,1,950.0,1
212013,5,1,1,1,900.0,1
212209,1,0,1,0,,0
212332,1,1,1,1,150.0,1
212901,1,0,1,0,,0
213144,3,0,1,0,,0
213401,1,0,1,0,,0
213447,11,2,1,1,80.0,1
213603,1,0,1,0,,0
213706,2,0,1,0,,0
213941,1,0,1,0,,0
213982,3,1,1,1,45.0,1
214035,4,3,1,1,4750.0,1
214178,1,0,1,0,,0
214360,2,0,1,0,,0
214473,1,0,1,0,,0
214510,28,0,1,0,,0
214786,7,1,1,1,90.0,1
214921,2,1,1,1,100.0,1
214999,1,0,1,0,,0
215104,3,0,1,0,,0
215220,1,0,1,0,,0
215413,2,0,1,0,,0
215420,4,1,1,1,450.0,1
215477,2,0,1,0,,0
215980,2,0,1,0,,0
215996,3,2,1,1,680.0,1
216256,1,0,1,0,,0
216355,2,0,1,0,,0
216365,3,0,1,0,,0
216369,3,2,1,1,300.0,1
216406,2,0,1,0,,0
216911,1,0,1,0,,0
217164,4,0,1,0,,0
217226,4,1,1,1,200.0,1
217317,2,0,1,0,,0
217358,1,0,1,0,,0
217431,12,0,1,0,,0
217528,1,0,1,0,,0
217631,1,0,1,0,,0
217644,1,0,1,0,,0
217701,1,0,1,0,,0
218118,5,1,1,1,2990.0,1
218162,1,0,1,0,,0
218183,2,0,1,0,,0
218401,3,0,1,0,,0
218513,5,2,1,1,190.0,1
218587,1,0,1,0,,0
218629,2,0,1,0,,0
219023,3,0,1,0,,0
219052,1,0,1,0,,0
219084,2,0,1,0,,0
219161,1,0,1,0,,0
219293,4,1,1,1,1700.0,1
219375,3,0,1,0,,0
219499,3,0,1,0,,0
219917,1,0,1,0,,0
220718,1,0,1,0,,0
220752,3,1,1,1,250.0,1
221320,7,2,1,1,180.0,1
221523,1,0,1,0,,0
221893,3,1,1,1,970.0,1
222061,5,0,1,0,,0
222158,1,0,1,0,,0
222364,1,0,1,0,,0
222418,1,0,1,0,,0
222715,4,2,1,1,53.5,1
223387,7,1,1,1,100.0,1
223698,30,4,1,1,1800.0,1
224047,1,0,1,0,,0
224106,1,0,1,0,,0
224487,1,0,1,0,,0
224555,3,0,1,0,,0
224645,1,0,1,0,,0
224793,32,4,1,1,392.0,1
224840,2,0,1,0,,0
224928,1,0,1,0,,0
225191,12,0,1,0,,0
225256,1,0,1,0,,0
225464,7,1,1,1,300.0,1
225579,1,0,1,0,,0
225640,1,0,1,0,,0
226180,1,0,1,0,,0
226464,2,0,1,0,,0
226503,1,0,1,0,,0
226516,2,0,1,0,,0
226741,10,0,1,0,,0
227270,1,0,1,0,,0
227353,3,0,1,0,,0
227392,4,0,1,0,,0
227746,1,0,1,0,,0
227871,10,1,1,1,4000.0,1
228105,4,0,1,0,,0
228170,1,1,1,1,50.0,1
228348,4,0,1,0,,0
228544,1,1,1,1,95.0,1
228672,1,1,1,1,418.0,1
228902,1,0,1,0,,0
229339,1,0,1,0,,0
229525,1,0,1,0,,0
229638,1,0,1,0,,0
230059,2,0,1,0,,0
230113,1,1,1,1,190.0,1
230136,7,2,1,1,3377.9547000000002,1
230244,3,0,1,0,,0
230352,5,0,1,0,,0
230491,2,0,1,0,,0
230849,7,1,1,1,50.0,1
231019,1,0,1,0,,0
231021,6,0,1,0,,0
231034,3,1,1,1,200.0,1
231146,4,0,1,0,,0
231150,3,0,1,0,,0
231203,2,1,1,1,800.0,1
231716,2,0,1,0,,0
232115,1,0,1,0,,0
232400,3,0,1,0,,0
232483,2,0,1,0,,0
232530,1,0,1,0,,0
232885,2,1,1,1,370.0,1
233251,4,0,1,0,,0
233530,1,0,1,0,,0
233841,4,0,1,0,,0
233893,5,1,1,1,990.0,1
234013,1,0,1,0,,0
234101,5,1,1,1,190.0,1
234372,1,0,1,0,,0
234418,5,0,1,0,,0
234473,1,0,1,0,,0
234576,1,0,1,0,,0
234725,1,0,1,0,,0
234775,4,0,1,0,,0
234888,1,0,1,0,,0
235034,2,0,1,0,,0
235325,3,0,1,0,,0
235476,5,0,1,0,,0
235560,4,0,1,0,,0
235845,1,0,1,0,,0
236270,1,0,1,0,,0
236712,4,0,1,0,,0
236759,3,1,1,1,120.0,1
236788,2,0,1,0,,0
236901,4,0,1,0,,0
237085,5,0,1,0,,0
237091,1,0,1,0,,0
237447,2,1,1,1,190.0,1
237676,5,3,1,1,2000.0,1
237859,4,2,1,1,380.0,1
238150,1,0,1,0,,0
238295,1,0,1,0,,0
238303,2,0,1,0,,0
238313,1,0,1,0,,0
238527,24,0,1,0,,0
238720,1,0,1,0,,0
238789,4,0,1,0,,0
238929,3,2,1,1,80.0,1
239852,1,1,1,1,450.0,1
239960,4,1,1,1,250.0,1
240153,12,0,1,0,,0
240177,4,0,1,0,,0
240612,2,0,1,0,,0
240619,5,0,1,0,,0
240624,1,0,1,0,,0
240629,1,0,1,0,,0
241012,8,4,1,1,20000.0,1
241106,4,0,1,0,,0
241140,3,0,1,0,,0
241641,4,1,1,1,990.0,1
241866,1,0,1,0,,0
241872,2,1,1,1,50.0,1
241941,1,1,1,1,90.0,1
242087,3,1,1,1,170.0,1
242199,3,1,1,1,100.0,1
242235,5,0,1,0,,0
242257,1,0,1,0,,0
242363,2,0,1,0,,0
242394,1,0,1,0,,0
242966,1,0,1,0,,0
243121,5,2,1,1,9880.0,1
243148,5,0,1,0,,0
243157,1,0,1,0,,0
243289,2,0,1,0,,0
243550,1,0,1,0,,0
244024,1,0,1,0,,0
244727,1,0,1,0,,0
244775,1,0,1,0,,0
245028,2,0,1,0,,0
245033,10,1,1,1,20.0,1
245122,8,1,1,1,250.0,1
245306,6,1,1,1,750.0,1
245378,1,0,1,0,,0
245533,12,0,1,0,,0
245595,1,0,1,0,,0
246004,4,0,1,0,,0
246230,3,0,1,0,,0
246248,4,0,1,0,,0
246474,1,0,1,0,,0
246502,3,0,1,0,,0
246536,2,1,1,1,1440.0,1
246633,2,0,1,0,,0
246818,1,0,1,0,,0
247589,2,0,1,0,,0
247646,3,0,1,0,,0
247679,1,0,1,0,,0
247773,1,0,1,0,,0
247906,11,1,1,1,490.0,1
248304,1,0,1,0,,0
248552,4,1,1,1,1124.57,1
248645,1,0,1,0,,0
248763,2,0,1,0,,0
248953,3,1,1,1,90.0,1
249092,7,0,1,0,,0
249773,5,0,1,0,,0
249831,6,0,1,0,,0
249854,4,0,1,0,,0
249907,2,0,1,0,,0
251256,1,0,1,0,,0
251604,48,4,1,1,388.0,1
251875,4,0,1,0,,0
252212,1,0,1,0,,0
252509,1,0,1,0,,0
252756,1,1,1,1,97.0,1
253015,1,0,1,0,,0
253105,1,1,1,1,11000.0,1
253566,5,0,1,0,,0
254063,4,0,1,0,,0
254411,1,0,1,0,,0
254523,2,0,1,0,,0
255153,4,0,1,0,,0
255393,10,1,1,1,95.0,1
255523,3,0,1,0,,0
255730,6,1,1,1,190.0,1
255771,1,0,1,0,,0
255801,2,0,1,0,,0
256385,5,1,1,1,50.0,1
256455,3,0,1,0,,0
256909,7,1,1,1,90.0,1
256978,4,0,1,0,,0
257365,9,1,1,1,190.0,1
257518,2,0,1,0,,0
257671,1,0,1,0,,0
257737,2,0,1,0,,0
258195,3,0,1,0,,0
258331,2,0,1,0,,0
258490,1,0,1,0,,0
258585,2,0,1,0,,0
258636,4,0,1,0,,0
258638,3,1,1,1,450.0,1
259131,1,0,1,0,,0
259232,4,0,1,0,,0
259515,1,0,1,0,,0
259716,2,0,1,0,,0
259767,1,0,1,0,,0
259976,2,0,1,0,,0
260002,1,0,1,0,,0
260179,10,1,1,1,90.0,1
260757,4,2,1,1,490.0,1
260825,2,0,1,0,,0
260872,6,0,1,0,,0
261244,4,0,1,0,,0
261356,1,0,1,0,,0
261560,1,0,1,0,,0
261613,6,0,1,0,,0
262345,6,2,1,1,19000.0,1
262695,1,0,1,0,,0
263099,2,0,1,0,,0
263176,3,0,1,0,,0
263295,1,0,1,0,,0
263358,1,0,1,0,,0
263627,2,0,1,0,,0
263698,7,1,1,1,490.0,1
263889,4,0,1,0,,0
264140,1,0,1,0,,0
264429,1,0,1,0,,0
264627,3,1,1,1,6.5,1
264782,1,0,1,0,,0
264917,3,0,1,0,,0
264994,2,0,1,0,,0
265018,5,0,1,0,,0
265022,1,0,1,0,,0
265173,2,0,1,0,,0
265205,16,0,1,0,,0
265597,5,0,1,0,,0
265903,2,1,1,1,1150.0,1
266075,1,0,1,0,,0
266376,1,0,1,0,,0
266389,2,0,1,0,,0
266428,1,0,1,0,,0
266439,2,0,1,0,,0
266517,1,0,1,0,,0
266906,1,0,1,0,,0
266921,2,0,1,0,,0
267022,3,1,1,1,490.0,1
267143,4,1,1,1,35.0,1
267229,5,2,1,1,3720.0,1
267283,1,0,1,0,,0
267409,1,0,1,0,,0
267809,3,2,1,1,12000.0,1
267832,6,0,1,0,,0
267992,1,0,1,0,,0
268147,1,0,1,0,,0
268376,2,1,1,1,900.0,1
268467,4,0,1,0,,0
268577,3,1,1,1,1350.0,1
268640,1,0,1,0,,0
268678,1,0,1,0,,0
268734,6,0,1,0,,0
268831,1,0,1,0,,0
268948,11,0,1,0,,0
269190,1,0,1,0,,0
269207,1,0,1,0,,0
269427,2,0,1,0,,0
269429,2,0,1,0,,0
269613,3,1,1,1,90.0,1
269684,5,0,1,0,,0
269919,1,0,1,0,,0
270185,2,0,1,0,,0
270243,1,1,1,1,90.0,1
270648,2,1,1,1,290.0,1
270816,4,2,1,1,4000.0,1
270883,2,0,1,0,,0
271083,1,0,1,0,,0
271108,2,0,1,0,,0
271746,4,0,1,0,,0
271758,2,0,1,0,,0
271819,13,0,1,0,,0
271902,6,1,1,1,490.0,1
272429,5,2,1,1,2000.0,1
272433,1,0,1,0,,0
272461,2,0,1,0,,0
272498,1,0,1,0,,0
272553,1,0,1,0,,0
272613,1,1,1,1,270.0,1
272665,1,0,1,0,,0
273116,5,1,1,1,3000.0,1
273189,3,0,1,0,,0
273228,1,0,1,0,,0
273378,2,0,1,0,,0
273397,3,0,1,0,,0
273548,4,0,1,0,,0
273701,6,2,1,1,1000.0,1
273861,3,1,1,1,70.0,1
273917,2,0,1,0,,0
273972,5,0,1,0,,0
274010,2,0,1,0,,0
274104,11,0,1,0,,0
274118,1,0,1,0,,0
274193,1,0,1,0,,0
274406,3,1,1,1,450.0,1
274534,1,0,1,0,,0
274559,5,0,1,0,,0
274610,1,0,1,0,,0
275540,3,0,1,0,,0
275547,1,0,1,0,,0
275765,1,0,1,0,,0
275942,10,0,1,0,,0
276039,6,6,1,1,6300.0,1
276200,3,0,1,0,,0
276538,9,0,1,0,,0
276691,2,0,1,0,,0
276694,1,0,1,0,,0
276883,2,1,1,1,97.0,1
277003,1,0,1,0,,0
277145,2,0,1,0,,0
277183,2,1,1,1,400.0,1
277226,2,0,1,0,,0
277438,1,0,1,0,,0
277562,1,0,1,0,,0
277695,1,0,1,0,,0
277897,5,0,1,0,,0
277915,1,0,1,0,,0
278221,1,0,1,0,,0
278345,3,1,1,1,190.0,1
278361,2,0,1,0,,0
278697,4,0,1,0,,0
278747,2,0,1,0,,0
278858,1,0,1,0,,0
279256,2,1,1,1,160.0,1
279281,3,0,1,0,,0
279777,4,1,1,1,200.0,1
280135,6,1,1,1,190.0,1
280396,1,0,1,0,,0
280413,4,0,1,0,,0
280521,1,0,1,0,,0
281137,5,0,1,0,,0
281184,8,0,1,0,,0
281195,3,1,1,1,2700.0,1
281279,4,0,1,0,,0
281346,6,0,1,0,,0
282006,1,0,1,0,,0
282218,11,2,1,1,2990.0,1
282328,1,0,1,0,,0
282448,1,0,1,0,,0
282476,6,2,1,1,120.0,1
282529,1,0,1,0,,0
282754,1,0,1,0,,0
282775,4,0,1,0,,0
283018,3,0,1,0,,0
283184,1,0,1,0,,0
283254,1,0,1,0,,0
283548,2,0,1,0,,0
283772,5,1,1,1,40.0,1
284003,1,0,1,0,,0
284050,1,0,1,0,,0
284157,3,1,1,1,500.0,1
284193,3,0,1,0,,0
284300,3,0,1,0,,0
284330,1,1,1,1,250.0,1
284492,1,0,1,0,,0
284509,6,0,1,0,,0
284644,1,0,1,0,,0
284647,1,0,1,0,,0
284803,1,0,1,0,,0
284857,2,1,1,1,990.0,1
284971,1,0,1,0,,0
285159,3,0,1,0,,0
285217,6,0,1,0,,0
285413,3,0,1,0,,0
285538,4,3,1,1,1080.0,1
285815,1,0,1,0,,0
285976,1,0,1,0,,0
285987,4,0,1,0,,0
286033,1,0,1,0,,0
286144,2,1,1,1,600.0,1
286766,3,0,1,0,,0
286897,12,0,1,0,,0
287006,1,0,1,0,,0
287240,1,0,1,0,,0
287315,3,0,1,0,,0
287541,1,0,1,0,,0
287782,2,0,1,0,,0
288003,1,0,1,0,,0
288118,3,0,1,0,,0
288147,6,1,1,1,125.0,1
288159,2,1,1,1,490.0,1
288180,1,0,1,0,,0
288243,3,0,1,0,,0
288387,5,0,1,0,,0
288562,3,0,1,0,,0
288815,16,2,1,1,440.0,1
288969,2,1,1,1,40.0,1
289206,1,0,1,0,,0
289265,1,0,1,0,,0
289269,1,0,1,0,,0
289295,4,0,1,0,,0
289459,4,0,1,0,,0
289571,2,1,1,1,190.0,1
289670,3,1,1,1,497.0,1
290111,7,1,1,1,1538.7568,1
290228,2,0,1,0,,0
290294,2,0,1,0,,0
290607,2,0,1,0,,0
290719,2,1,1,1,9300.0,1
290750,2,0,1,0,,0
290934,3,0,1,0,,0
290999,12,0,1,0,,0
291741,1,0,1,0,,0
291820,3,0,1,0,,0
292167,3,0,1,0,,0
292265,1,0,1,0,,0
292336,4,4,1,1,800.0,1
292352,1,0,1,0,,0
292540,1,0,1,0,,0
292677,2,0,1,0,,0
292776,4,4,1,1,400.0,1
293098,6,0,1,0,,0
293130,2,1,1,1,160.0,1
293205,1,1,1,1,400.0,1
293221,1,0,1,0,,0
293488,1,0,1,0,,0
293529,2,0,1,0,,0
293658,5,0,1,0,,0
294040,3,0,1,0,,0
294410,2,0,1,0,,0
294822,4,2,1,1,80.0,1
295023,1,0,1,0,,0
295089,9,2,1,1,107.8947,1
295125,1,0,1,0,,0
295255,2,0,1,0,,0
295266,2,1,1,1,20.0,1
295354,1,0,1,0,,0
295450,7,0,1,0,,0
295547,2,0,1,0,,0
295593,1,0,1,0,,0
295676,2,1,1,1,200.0,1
296073,3,0,1,0,,0
296312,2,0,1,0,,0
296326,1,0,1,0,,0
296983,2,1,1,1,150.0,1
297102,3,0,1,0,,0
297142,4,0,1,0,,0
297351,2,0,1,0,,0
297609,6,1,1,1,90.0,1
297640,1,0,1,0,,0
298569,1,0,1,0,,0
298933,7,0,1,0,,0
299064,1,0,1,0,,0
299199,1,0,1,0,,0
299931,1,0,1,0,,0
300017,3,0,1,0,,0
300617,4,0,1,0,,0
300626,1,0,1,0,,0
301197,2,0,1,0,,0
301326,2,0,1,0,,0
301405,1,0,1,0,,0
301448,5,1,1,1,40.0,1
301510,3,1,1,1,47.0,1
301707,5,0,1,0,,0
301842,1,0,1,0,,0
301980,1,0,1,0,,0
302198,1,0,1,0,,0
302426,1,0,1,0,,0
302705,1,0,1,0,,0
303102,2,0,1,0,,0
303195,2,0,1,0,,0
303386,1,0,1,0,,0
303511,2,0,1,0,,0
303693,4,0,1,0,,0
303851,1,0,1,0,,0
304069,1,1,1,1,150.0,1
304085,1,0,1,0,,0
304325,1,0,1,0,,0
304585,5,1,1,1,50.0,1
304628,2,0,1,0,,0
304786,1,0,1,0,,0
305139,5,0,1,0,,0
305201,3,0,1,0,,0
305385,2,0,1,0,,0
305477,16,6,1,1,9000.0,1
305535,9,4,1,1,2821.6499999999996,1
305652,9,1,1,1,250.0,1
305801,1,0,1,0,,0
306468,1,0,1,0,,0
306729,5,1,1,1,490.0,1
306890,1,0,1,0,,0
307229,4,0,1,0,,0
307258,2,0,1,0,,0
307840,3,1,1,1,197.0,1
307993,1,0,1,0,,0
308255,2,0,1,0,,0
308294,1,0,1,0,,0
308580,2,1,1,1,150.0,1
308851,3,0,1,0,,0
308878,6,1,1,1,100.0,1
309197,1,0,1,0,,0
309200,1,0,1,0,,0
309410,1,0,1,0,,0
309567,13,0,1,0,,0
309579,2,0,1,0,,0
309755,2,0,1,0,,0
309877,1,0,1,0,,0
310179,3,0,1,0,,0
310637,1,0,1,0,,0
310723,5,1,1,1,40.0,1
310899,6,0,1,0,,0
310914,3,0,1,0,,0
311296,1,0,1,0,,0
311329,1,0,1,0,,0
311376,1,0,1,0,,0
311379,8,1,1,1,90.0,1
311433,5,0,1,0,,0
311521,12,4,1,1,2000.0,1
312118,6,0,1,0,,0
312464,7,0,1,0,,0
313120,1,0,1,0,,0
313194,4,1,1,1,950.0,1
313237,1,0,1,0,,0
313318,1,0,1,0,,0
313329,1,0,1,0,,0
313644,3,0,1,0,,0
313922,2,0,1,0,,0
313956,4,0,1,0,,0
313979,7,1,1,1,130.0,1
313993,3,0,1,0,,0
314102,5,0,1,0,,0
314245,3,2,1,1,140.0,1
314256,3,0,1,0,,0
314297,1,1,1,1,190.0,1
314818,2,0,1,0,,0
314950,1,0,1,0,,0
314991,1,0,1,0,,0
315148,2,1,1,1,900.0,1
315167,2,0,1,0,,0
315330,2,0,1,0,,0
315342,4,0,1,0,,0
315351,4,0,1,0,,0
315424,1,0,1,0,,0
315666,1,0,1,0,,0
315681,9,1,1,1,5000.0,1
315956,1,0,1,0,,0
316016,4,0,1,0,,0
316057,3,0,1,0,,0
316126,2,0,1,0,,0
316207,17,6,1,1,3260.0,1
316254,4,1,1,1,850.0,1
316455,1,0,1,0,,0
317249,2,0,1,0,,0
317449,1,0,1,0,,0
317573,3,0,1,0,,0
317805,4,0,1,0,,0
317935,1,0,1,0,,0
318344,1,0,1,0,,0
318538,3,1,1,1,250.0,1
318571,1,0,1,0,,0
318598,1,0,1,0,,0
318753,2,0,1,0,,0
318890,6,0,1,0,,0
318976,1,0,1,0,,0
319044,1,0,1,0,,0
319052,2,0,1,0,,0
319323,2,1,1,1,90.0,1
319572,1,0,1,0,,0
319721,6,0,1,0,,0
320207,1,0,1,0,,0
320239,1,0,1,0,,0
320567,1,0,1,0,,0
320976,1,0,1,0,,0
321117,4,0,1,0,,0
321307,2,0,1,0,,0
321446,2,0,1,0,,0
321460,1,0,1,0,,0
321712,1,0,1,0,,0
321786,1,0,1,0,,0
322062,6,0,1,0,,0
322184,2,0,1,0,,0
322225,4,1,1,1,50.0,1
322255,2,0,1,0,,0
322444,3,0,1,0,,0
322480,1,0,1,0,,0
322610,1,0,1,0,,0
322636,3,0,1,0,,0
322710,24,4,1,1,3800.0,1
322760,1,1,1,1,50.0,1
322762,2,0,1,0,,0
322789,1,0,1,0,,0
322984,1,0,1,0,,0
323007,2,0,1,0,,0
323019,1,0,1,0,,0
323368,1,0,1,0,,0
323380,3,0,1,0,,0
323842,3,1,1,1,150.0,1
324043,1,0,1,0,,0
324055,1,0,1,0,,0
324096,4,0,1,0,,0
324104,7,0,1,0,,0
324243,8,2,1,1,590.0,1
324290,5,1,1,1,997.0,1
324295,12,1,1,1,40.0,1
324570,1,0,1,0,,0
324851,2,0,1,0,,0
325300,1,1,1,1,50000.0,1
325605,5,0,1,0,,0
325659,1,0,1,0,,0
325673,2,1,1,1,700.0,1
325745,1,0,1,0,,0
325764,8,1,1,1,50.0,1
325819,2,0,1,0,,0
325981,1,0,1,0,,0
326024,4,1,1,1,500.0,1
326137,1,1,1,1,90.0,1
