EID,WSBR,WSENDBR,BSBR,BSENDBR,COUNTBR,ENDBR
29776,,,3,3,3,3
29799,1,,,,1,
29815,1,,,,1,
29816,1,,,,1,
29841,,,1,,1,
29863,,,4,,4,
29895,,,1,,1,
29916,2,,,,2,
29918,,,11,7,11,7
29945,,,1,,1,
29966,,,1,,1,
29981,1,1,,,1,1
30027,4,3,,,4,3
30050,,,1,1,1,1
30087,6,,1,,7,
30117,,,1,1,1,1
30173,,,1,,1,
30243,1,1,,,1,1
30275,,,1,,1,
30283,17,11,,,17,11
30292,1,,,,1,
30294,1,,,,1,
30384,,,2,2,2,2
30392,,,1,1,1,1
30413,,,1,,1,
30442,2,2,,,2,2
30455,,,1,1,1,1
30511,1,1,1,,2,1
30525,,,4,4,4,4
30556,,,1,1,1,1
30597,2,1,,,2,1
30651,,,1,1,1,1
30671,,,1,,1,
30749,,,1,1,1,1
30763,,,1,1,1,1
30785,1,,,,1,
30795,1,1,,,1,1
30846,,,1,1,1,1
30868,,,1,1,1,1
30870,2,2,1,,3,2
30875,,,1,1,1,1
30951,,,1,1,1,1
30959,2,2,2,1,4,3
30980,,,2,,2,
31040,1,,2,1,3,1
31056,,,2,2,2,2
31062,,,6,2,6,2
31094,1,,,,1,
31146,,,1,1,1,1
31163,,,1,,1,
31175,,,1,1,1,1
31212,,,4,3,4,3
31224,,,1,1,1,1
31239,,,1,1,1,1
31270,,,9,1,9,1
31276,,,7,2,7,2
31295,,,1,1,1,1
31315,2,2,,,2,2
31430,1,1,1,1,2,2
31437,6,3,,,6,3
31447,,,2,,2,
31501,1,,,,1,
31541,1,1,,,1,1
31543,1,,,,1,
31545,,,2,,2,
31600,,,2,2,2,2
31609,3,2,,,3,2
31610,7,2,,,7,2
31627,,,1,1,1,1
31637,6,1,,,6,1
31642,6,3,,,6,3
31698,1,,,,1,
31746,,,1,1,1,1
31789,10,,,,10,
31799,1,1,1,,2,1
31871,,,3,3,3,3
31888,1,1,3,3,4,4
31892,2,2,,,2,2
31907,,,1,1,1,1
31976,,,5,,5,
32004,1,,,,1,
32016,5,,1,,6,
32027,,,1,,1,
32086,,,1,1,1,1
32167,,,1,,1,
32202,4,,,,4,
32229,2,2,,,2,2
32271,1,1,,,1,1
32278,2,2,1,1,3,3
32287,,,1,,1,
32299,1,1,1,1,2,2
32311,,,1,1,1,1
32314,36,,2,1,38,1
32327,,,1,1,1,1
32359,,,1,1,1,1
32388,,,1,,1,
32402,,,1,1,1,1
32407,,,1,,1,
32408,,,1,,1,
32498,,,1,1,1,1
32558,,,1,1,1,1
32559,1,,,,1,
32582,,,1,,1,
32594,1,,,,1,
32612,4,4,,,4,4
32627,,,4,2,4,2
32647,1,,,,1,
32691,,,1,,1,
32698,,,1,,1,
32713,,,1,,1,
32789,,,2,2,2,2
32803,1,,,,1,
32826,1,,,,1,
32834,,,9,,9,
32840,,,1,,1,
32845,1,,,,1,
32919,1,1,,,1,1
32929,1,,,,1,
32939,,,3,2,3,2
32942,,,1,,1,
32955,,,1,,1,
32980,,,1,1,1,1
32994,1,1,,,1,1
33052,,,1,1,1,1
33086,,,1,1,1,1
33143,,,1,1,1,1
33219,1,,,,1,
33285,,,1,,1,
33382,3,1,28,3,31,4
33384,1,1,,,1,1
33398,,,1,,1,
33402,1,,,,1,
33410,1,,,,1,
33412,,,1,1,1,1
33422,,,9,1,9,1
33456,1,1,,,1,1
33519,,,1,1,1,1
33536,1,1,,,1,1
33560,3,2,,,3,2
33586,,,1,,1,
33639,,,4,3,4,3
33640,1,,,,1,
33659,,,2,,2,
33731,,,1,1,1,1
33746,,,1,1,1,1
33749,,,1,,1,
33792,,,1,,1,
33826,1,,,,1,
33873,1,,,,1,
33874,,,1,1,1,1
33950,1,1,,,1,1
33969,,,2,2,2,2
34059,5,,10,4,15,4
34083,4,2,9,1,13,3
34088,,,1,1,1,1
34114,,,1,,1,
34126,1,1,,,1,1
34161,,,1,1,1,1
34168,1,,1,,2,
34171,,,1,1,1,1
34309,,,1,,1,
34319,1,,,,1,
34333,,,1,,1,
34360,3,1,,,3,1
34368,1,1,,,1,1
34382,2,1,,,2,1
34401,,,1,,1,
34405,,,1,1,1,1
34407,,,2,2,2,2
34464,,,1,1,1,1
34491,,,1,1,1,1
34494,1,1,1,1,2,2
34496,1,1,1,,2,1
34504,,,1,1,1,1
34519,,,1,,1,
34609,7,2,2,1,9,3
34614,,,1,,1,
34696,1,,,,1,
34701,,,1,,1,
34732,,,1,1,1,1
34790,,,1,,1,
34870,1,,,,1,
34871,,,1,,1,
34895,,,2,1,2,1
34986,,,1,1,1,1
34989,,,1,,1,
35029,2,1,2,2,4,3
35077,,,1,1,1,1
35098,,,1,1,1,1
35112,1,,,,1,
35153,2,2,,,2,2
35159,2,1,,,2,1
35176,1,1,,,1,1
35201,1,,,,1,
35209,1,1,,,1,1
35212,,,1,,1,
35229,,,1,1,1,1
35240,,,1,1,1,1
35268,,,1,,1,
35287,5,1,,,5,1
35335,,,1,1,1,1
35441,,,1,,1,
35480,,,2,,2,
35501,,,1,,1,
35542,,,1,1,1,1
35548,,,1,,1,
35571,1,,,,1,
35586,,,1,,1,
35636,,,3,3,3,3
35662,1,,,,1,
35663,,,1,,1,
35691,1,1,1,,2,1
35730,1,1,,,1,1
35735,,,1,,1,
35755,1,,,,1,
35756,1,1,,,1,1
35758,,,3,2,3,2
35788,1,,,,1,
35858,,,1,1,1,1
35890,1,,1,,2,
35909,1,1,,,1,1
36002,21,5,1,1,22,6
36008,,,2,1,2,1
36034,,,2,,2,
36060,,,1,1,1,1
36120,1,,,,1,
36124,5,3,,,5,3
36140,1,,,,1,
36201,1,,,,1,
36220,,,1,,1,
36237,,,1,,1,
36268,,,1,,1,
36276,,,1,1,1,1
36284,1,,,,1,
36356,,,1,1,1,1
36387,1,1,,,1,1
36429,1,1,1,1,2,2
36462,1,1,3,3,4,4
36470,1,,,,1,
36473,,,5,3,5,3
36486,,,1,,1,
36501,2,1,,,2,1
36504,,,1,,1,
36508,,,3,,3,
36514,,,1,,1,
36518,1,,,,1,
36539,,,1,,1,
36599,,,1,1,1,1
36654,,,1,,1,
36657,,,4,1,4,1
36663,4,,2,1,6,1
36672,,,1,,1,
36674,,,1,1,1,1
36682,,,1,,1,
36749,1,1,6,1,7,2
36814,1,,,,1,
36817,,,1,1,1,1
36821,,,1,1,1,1
36823,1,1,,,1,1
36877,1,1,,,1,1
36907,1,,,,1,
36940,,,1,,1,
36945,1,1,24,22,25,23
36969,1,1,,,1,1
36972,3,1,,,3,1
37040,,,1,1,1,1
37094,1,1,,,1,1
37107,,,1,1,1,1
37134,,,4,4,4,4
37177,1,,,,1,
37181,1,1,,,1,1
37196,2,2,,,2,2
37259,,,1,1,1,1
37261,,,2,2,2,2
37296,,,1,,1,
37300,1,1,,,1,1
37329,,,1,1,1,1
37380,,,1,1,1,1
37387,,,1,,1,
37490,,,1,1,1,1
37492,,,1,1,1,1
37522,,,1,1,1,1
37578,1,1,,,1,1
37599,,,1,,1,
37603,1,1,,,1,1
37652,,,1,,1,
37689,,,10,,10,
37809,1,1,2,2,3,3
37933,,,1,,1,
37944,,,1,1,1,1
37971,1,,,,1,
37972,1,1,5,1,6,2
37987,,,1,1,1,1
38027,1,1,1,1,2,2
38058,,,1,1,1,1
38087,4,2,1,,5,2
38099,1,,,,1,
38131,,,1,,1,
38154,221,7,4,,225,7
38158,1,1,4,2,5,3
38159,1,,,,1,
38180,,,7,5,7,5
38200,,,1,,1,
38228,1,1,,,1,1
38240,,,1,1,1,1
38263,,,6,,6,
38271,,,1,1,1,1
38291,1,,,,1,
38316,,,10,4,10,4
38364,1,1,,,1,1
38377,,,1,,1,
38413,,,1,1,1,1
38447,3,,,,3,
38599,,,1,,1,
38611,2,,1,,3,
38656,,,1,1,1,1
38685,3,3,2,2,5,5
38705,,,1,,1,
38718,,,1,,1,
38745,,,1,1,1,1
38752,,,1,,1,
38842,,,2,2,2,2
38851,1,1,,,1,1
38857,,,1,1,1,1
38913,1,1,,,1,1
38942,,,1,1,1,1
38977,,,3,3,3,3
38996,,,3,1,3,1
39014,,,1,,1,
39044,,,2,1,2,1
39059,,,3,,3,
39076,,,1,1,1,1
39124,,,1,,1,
39148,1,,,,1,
39204,,,1,1,1,1
39228,24,12,9,5,33,17
39235,,,1,,1,
39259,,,7,2,7,2
39281,,,7,5,7,5
39282,,,3,2,3,2
39292,,,1,1,1,1
39307,,,2,2,2,2
39374,,,1,1,1,1
39384,,,1,1,1,1
39403,3,1,,,3,1
39407,,,1,,1,
39411,,,1,1,1,1
39435,,,1,1,1,1
39522,,,1,1,1,1
39529,1,,,,1,
39617,,,1,1,1,1
39623,2,,,,2,
39631,,,1,1,1,1
39635,1,,,,1,
39642,,,1,,1,
39647,1,1,,,1,1
39657,,,2,2,2,2
39701,,,1,,1,
39749,1,1,,,1,1
39761,,,1,1,1,1
39766,3,1,,,3,1
39771,,,1,,1,
39788,,,5,3,5,3
39863,7,3,216,135,223,138
39927,1,,,,1,
39936,,,1,,1,
39992,1,,1,1,2,1
39994,,,4,1,4,1
40013,1,,,,1,
40046,1,1,1,,2,1
40050,,,1,,1,
40163,,,1,1,1,1
40271,3,3,,,3,3
40304,,,1,,1,
40339,,,1,,1,
40349,1,1,,,1,1
40360,,,2,,2,
40410,,,5,1,5,1
40415,,,1,,1,
40428,,,7,7,7,7
40437,,,1,,1,
40449,,,1,1,1,1
40496,2,,,,2,
40514,,,1,1,1,1
40524,1,1,1,1,2,2
40551,,,1,,1,
40593,,,3,,3,
40601,,,8,1,8,1
40604,9,5,,,9,5
40613,1,1,,,1,1
40644,2,2,,,2,2
40673,1,1,,,1,1
40676,,,1,,1,
40680,1,1,,,1,1
40682,,,1,1,1,1
40689,,,2,1,2,1
40693,1,,,,1,
40780,1,,,,1,
40792,1,1,,,1,1
40797,2,,,,2,
40809,1,,,,1,
40846,,,1,1,1,1
40852,1,1,,,1,1
40902,,,1,,1,
40904,,,1,1,1,1
40915,,,3,1,3,1
41005,,,1,1,1,1
41013,1,1,,,1,1
41068,,,1,1,1,1
41086,,,2,1,2,1
41115,1,1,,,1,1
41132,1,,,,1,
41180,1,,,,1,
41187,,,1,1,1,1
41197,1,1,,,1,1
41208,,,4,4,4,4
41209,1,,,,1,
41215,,,1,,1,
41289,1,1,,,1,1
41326,,,1,,1,
41350,,,1,,1,
41363,1,1,,,1,1
41403,,,1,,1,
41415,1,,,,1,
41416,,,1,,1,
41417,1,,,,1,
41427,,,1,1,1,1
41534,,,1,1,1,1
41561,1,,,,1,
41595,,,6,6,6,6
41597,1,,,,1,
41757,1,,,,1,
41761,,,2,1,2,1
41766,,,1,1,1,1
41816,4,1,,,4,1
41854,3,,,,3,
41856,1,,,,1,
41869,5,5,1,1,6,6
41877,,,1,,1,
41885,2,2,,,2,2
41893,,,1,1,1,1
41901,3,1,,,3,1
41961,1,1,1,,2,1
41979,1,,,,1,
42045,,,1,,1,
42081,,,3,3,3,3
42116,1,1,,,1,1
42133,7,2,,,7,2
42184,,,1,1,1,1
42193,,,1,1,1,1
42203,,,1,,1,
42215,,,2,2,2,2
42256,,,2,,2,
42258,1,,,,1,
42315,6,6,14,8,20,14
42340,,,1,1,1,1
42372,,,1,1,1,1
42413,1,,,,1,
42432,,,10,5,10,5
42443,1,,,,1,
42472,1,,2,,3,
42517,1,1,3,2,4,3
42525,,,1,1,1,1
42528,,,19,4,19,4
42583,,,1,1,1,1
42611,,,1,,1,
42655,1,1,,,1,1
42716,,,1,1,1,1
42747,,,1,1,1,1
42786,,,1,,1,
42787,,,2,,2,
42797,1,1,,,1,1
42843,1,,,,1,
42868,,,1,1,1,1
42891,,,2,,2,
42938,,,1,1,1,1
43060,,,1,,1,
43073,,,1,,1,
43083,3,2,,,3,2
43105,,,1,,1,
43114,,,1,,1,
43115,1,1,,,1,1
43125,,,1,1,1,1
43134,1,,2,1,3,1
43139,,,1,1,1,1
43148,,,1,,1,
43162,1,,,,1,
43171,,,1,,1,
43206,,,1,,1,
43217,,,1,1,1,1
43219,1,1,,,1,1
43221,,,1,,1,
43277,22,18,,,22,18
43278,3,2,1,,4,2
43282,26,3,3,3,29,6
43377,,,1,1,1,1
43405,,,1,1,1,1
43437,,,1,1,1,1
43472,,,9,,9,
43516,,,5,,5,
43517,1,,,,1,
43545,,,1,1,1,1
43551,,,2,,2,
43583,,,1,1,1,1
43616,2,,1,,3,
43630,3,,,,3,
43700,,,1,,1,
43723,,,1,,1,
43725,,,1,,1,
43748,1,,,,1,
43820,,,3,3,3,3
43822,4,,1,,5,
43848,,,4,1,4,1
43885,1,,,,1,
43906,,,1,,1,
43961,,,1,,1,
43976,,,1,1,1,1
44003,7,2,,,7,2
44016,1,1,,,1,1
44017,,,5,5,5,5
44031,,,9,2,9,2
44038,,,1,,1,
44082,7,4,,,7,4
44087,2,2,,,2,2
44089,1,,,,1,
44123,,,4,4,4,4
44150,,,1,,1,
44224,4,2,,,4,2
44357,1,,,,1,
44467,,,5,1,5,1
44503,,,1,,1,
44547,1,,,,1,
44562,1,,,,1,
44573,,,2,2,2,2
44622,,,1,1,1,1
44677,,,2,2,2,2
44757,,,1,1,1,1
44758,2,1,,,2,1
44763,,,2,1,2,1
44843,1,,,,1,
44851,,,1,1,1,1
44858,1,1,,,1,1
44873,,,9,2,9,2
44882,1,1,,,1,1
44883,1,,,,1,
44905,,,2,,2,
44924,1,1,,,1,1
44943,,,1,,1,
44963,,,1,,1,
45016,1,1,1,,2,1
45018,,,1,1,1,1
45041,1,1,1,1,2,2
45124,,,1,1,1,1
45173,,,1,1,1,1
45174,,,1,,1,
45212,,,1,,1,
45227,,,3,,3,
45238,1,,,,1,
45400,,,1,,1,
45408,,,1,1,1,1
45413,1,1,,,1,1
45417,,,1,,1,
45419,4,4,,,4,4
45432,,,1,1,1,1
45441,,,1,1,1,1
45442,,,1,,1,
45447,,,1,1,1,1
45509,,,1,1,1,1
45541,,,1,1,1,1
45579,1,,,,1,
45614,1,,,,1,
45620,1,,,,1,
45648,,,1,1,1,1
45686,1,,1,,2,
45774,1,,,,1,
45786,,,1,1,1,1
45838,,,1,1,1,1
45849,1,,,,1,
45901,1,,4,1,5,1
45964,,,1,1,1,1
46006,1,1,,,1,1
46032,1,1,,,1,1
46039,,,1,1,1,1
46058,,,6,1,6,1
46071,13,,,,13,
46157,1,1,,,1,1
46163,,,5,2,5,2
46168,,,22,3,22,3
46169,,,2,,2,
46242,,,1,,1,
46261,,,1,1,1,1
46304,2,1,1,1,3,2
46317,3,,,,3,
46323,,,1,1,1,1
46338,1,,,,1,
46339,,,2,1,2,1
46344,,,1,,1,
46361,,,11,,11,
46393,,,1,1,1,1
46412,,,1,1,1,1
46418,,,1,1,1,1
46442,,,2,,2,
46478,,,1,1,1,1
46484,4,,,,4,
46589,,,2,,2,
46608,1,,,,1,
46610,2,,,,2,
46611,,,1,,1,
46613,,,1,1,1,1
46624,,,1,,1,
46650,,,2,,2,
46674,5,2,4,1,9,3
46675,,,3,,3,
46709,1,,,,1,
46716,1,,,,1,
46722,,,3,2,3,2
46752,,,1,,1,
46778,1,,,,1,
46807,,,1,,1,
46814,4,2,,,4,2
46822,1,,,,1,
46838,,,1,,1,
46859,,,7,7,7,7
46862,,,1,,1,
46866,,,1,1,1,1
46879,1,1,,,1,1
46916,1,,,,1,
46926,,,1,1,1,1
46929,1,1,,,1,1
46941,,,1,,1,
46948,,,1,,1,
46980,,,1,1,1,1
46990,,,1,,1,
46992,,,2,,2,
46999,,,2,,2,
47027,3,,,,3,
47058,2,1,,,2,1
47098,,,1,,1,
47171,,,1,1,1,1
47175,9,5,7,3,16,8
47193,1,,,,1,
47201,,,1,1,1,1
47215,2,2,,,2,2
47236,,,8,3,8,3
47248,1,1,,,1,1
47251,,,1,1,1,1
47255,1,,,,1,
47394,,,1,1,1,1
47397,2,,,,2,
47487,,,1,,1,
47505,,,1,,1,
47548,,,1,1,1,1
47564,,,1,1,1,1
47612,21,16,1,1,22,17
47629,,,1,1,1,1
47702,,,3,3,3,3
47762,,,1,,1,
47764,1,,,,1,
47774,,,5,1,5,1
47913,,,1,,1,
47970,1,,,,1,
48041,3,,,,3,
48059,,,1,,1,
48102,,,1,,1,
48139,1,,,,1,
48156,,,10,10,10,10
48161,,,1,1,1,1
48172,,,1,1,1,1
48221,1,1,,,1,1
48251,,,1,,1,
48256,,,1,1,1,1
48306,,,1,1,1,1
48330,,,1,,1,
48339,,,2,,2,
48353,,,6,5,6,5
48368,1,1,,,1,1
48402,,,1,,1,
48407,,,2,1,2,1
48475,,,4,,4,
48506,32,29,3,,35,29
48532,2,2,,,2,2
48540,,,3,,3,
48542,1,,,,1,
48587,,,1,1,1,1
48595,,,1,1,1,1
48607,1,,,,1,
48640,,,1,1,1,1
48689,,,1,1,1,1
48693,,,1,1,1,1
48718,,,3,3,3,3
48737,1,1,3,1,4,2
48745,,,1,1,1,1
48769,,,1,1,1,1
48781,1,,,,1,
48790,1,,,,1,
48804,1,,,,1,
48823,1,,,,1,
48835,,,4,,4,
48836,1,,,,1,
48859,,,1,1,1,1
48860,,,1,,1,
48862,,,1,1,1,1
48870,1,,,,1,
48947,,,1,,1,
48958,,,1,1,1,1
48978,1,,,,1,
49017,1,,,,1,
49078,,,1,,1,
49106,,,1,1,1,1
49112,,,1,1,1,1
49119,,,9,1,9,1
49173,1,,,,1,
49215,,,3,1,3,1
49228,4,,,,4,
49258,,,1,,1,
49287,,,2,1,2,1
49317,,,1,,1,
49334,,,3,3,3,3
49365,1,1,,,1,1
49377,,,1,,1,
49387,1,1,,,1,1
49399,1,1,,,1,1
49433,7,4,,,7,4
49438,1,1,,,1,1
49472,1,,42,,43,
49481,,,1,,1,
49506,1,1,,,1,1
49534,,,1,,1,
49551,2,1,,,2,1
49552,,,1,,1,
49555,,,1,,1,
49605,,,1,1,1,1
49606,,,1,1,1,1
49608,,,1,1,1,1
49612,,,1,,1,
49621,1,1,,,1,1
49678,,,1,1,1,1
49699,,,1,,1,
49717,16,,4,,20,
49733,,,1,,1,
49781,,,1,,1,
49785,,,1,1,1,1
49798,,,1,1,1,1
49811,,,1,1,1,1
49857,,,1,1,1,1
49968,,,2,1,2,1
49971,,,8,,8,
49973,1,1,,,1,1
49976,7,2,,,7,2
50020,,,1,,1,
50059,,,1,1,1,1
50070,,,1,1,1,1
50105,,,1,,1,
50170,,,1,,1,
50176,,,2,2,2,2
50202,,,5,5,5,5
50243,4,4,,,4,4
50244,,,3,3,3,3
50329,1,,,,1,
50334,,,2,2,2,2
50354,,,4,,4,
50387,,,1,1,1,1
50398,,,2,1,2,1
50400,1,1,,,1,1
50436,1,,8,7,9,7
50489,,,1,1,1,1
50501,,,1,1,1,1
50505,1,,,,1,
50536,,,1,,1,
50557,,,1,1,1,1
50566,164,11,198,15,362,26
50633,,,1,,1,
50745,1,1,1,,2,1
50811,5,,,,5,
50849,,,1,,1,
50851,,,1,1,1,1
50857,4,3,1,1,5,4
50916,4,,1,,5,
50917,1,1,,,1,1
50920,22,7,1,,23,7
50927,1,1,,,1,1
50957,,,1,,1,
50967,2,1,,,2,1
51068,3,,,,3,
51123,,,1,,1,
51145,1,,,,1,
51146,,,7,4,7,4
51149,,,1,,1,
51150,,,1,1,1,1
51154,1,,4,3,5,3
51181,,,2,,2,
51215,1,1,,,1,1
51281,,,1,1,1,1
51343,1,1,1,,2,1
51390,,,1,1,1,1
51398,,,1,,1,
51415,,,3,,3,
51467,1,1,3,,4,1
51470,,,2,1,2,1
51521,,,23,22,23,22
51522,2,1,,,2,1
51527,,,2,2,2,2
51588,4,2,1,1,5,3
51625,1,1,1,1,2,2
51631,1,,,,1,
51643,1,,2,,3,
51668,1,1,,,1,1
51680,1,,,,1,
51697,1,1,,,1,1
51710,1,,,,1,
51719,,,1,1,1,1
51750,7,2,,,7,2
51767,,,1,,1,
51839,1,1,,,1,1
51917,1,,,,1,
51946,6,3,,,6,3
51961,,,1,,1,
51980,4,1,,,4,1
52002,,,1,,1,
52019,1,,,,1,
52031,,,1,,1,
52060,1,1,,,1,1
52066,2,2,1,,3,2
52075,1,1,,,1,1
52079,1,,,,1,
52110,1,1,,,1,1
52117,1,,,,1,
52120,2,2,,,2,2
52176,,,1,,1,
52209,,,1,1,1,1
52231,,,1,1,1,1
52305,1,,5,1,6,1
52362,,,1,,1,
52370,,,1,,1,
52382,,,2,1,2,1
52389,,,1,,1,
52396,,,1,,1,
52420,,,1,,1,
52428,,,1,1,1,1
52447,,,2,,2,
52458,,,1,1,1,1
52493,1,1,,,1,1
52501,,,1,,1,
52569,,,2,2,2,2
52603,2,2,,,2,2
52613,,,1,,1,
52624,1,,,,1,
52665,1,,,,1,
52703,,,3,2,3,2
52704,1,1,5,5,6,6
52732,,,1,,1,
52741,4,4,,,4,4
52751,1,,,,1,
52768,,,1,,1,
52778,1,,,,1,
52779,1,1,,,1,1
52809,,,1,,1,
52814,,,1,1,1,1
52819,1,1,,,1,1
52838,,,1,1,1,1
52843,,,1,1,1,1
52845,18,2,,,18,2
52938,,,1,,1,
52973,1,1,,,1,1
52987,,,4,,4,
52992,,,2,1,2,1
52994,,,1,1,1,1
53032,,,1,,1,
53070,,,2,2,2,2
53090,,,1,,1,
53100,,,1,,1,
53122,,,3,3,3,3
53124,1,,2,1,3,1
53189,,,1,,1,
53210,,,1,,1,
53256,,,1,1,1,1
53260,1,1,1,,2,1
53265,,,1,1,1,1
53277,8,,,,8,
53279,,,1,,1,
53297,,,1,,1,
53336,2,,,,2,
53337,1,1,,,1,1
53378,3,,,,3,
53385,,,1,1,1,1
53394,,,1,,1,
53464,,,1,1,1,1
53491,,,1,,1,
53512,,,80,77,80,77
53578,,,1,,1,
53587,1,1,,,1,1
53630,,,1,1,1,1
53645,,,2,1,2,1
53655,,,1,1,1,1
53672,1,,,,1,
53693,,,44,42,44,42
53694,,,1,1,1,1
53752,1,1,,,1,1
53779,,,1,,1,
53786,,,1,1,1,1
53793,6,6,,,6,6
53805,,,1,1,1,1
53854,1,,,,1,
53897,,,2,1,2,1
53913,,,1,,1,
53937,,,1,,1,
53940,,,1,,1,
54013,,,1,,1,
54015,,,1,,1,
54017,,,1,1,1,1
54045,1,,3,2,4,2
54054,,,1,1,1,1
54076,1,1,,,1,1
54153,8,2,,,8,2
54162,,,5,5,5,5
54191,5,2,,,5,2
54274,,,1,1,1,1
54356,,,1,1,1,1
54392,,,1,,1,
54402,3,2,1,1,4,3
54404,,,4,1,4,1
54467,1,1,,,1,1
54560,10,3,,,10,3
54562,,,2,,2,
54572,1,1,,,1,1
54605,,,1,1,1,1
54608,,,1,,1,
54623,,,1,1,1,1
54630,1,,,,1,
54739,,,1,,1,
54769,,,3,1,3,1
54845,,,1,,1,
54888,,,1,,1,
54902,,,1,,1,
54942,1,,,,1,
54946,1,1,,,1,1
54971,1,,,,1,
54974,,,1,1,1,1
54988,,,6,,6,
55022,2,2,2,2,4,4
55050,,,1,1,1,1
55073,,,1,1,1,1
55082,1,1,,,1,1
55156,,,1,,1,
55165,,,1,1,1,1
55199,1,,,,1,
55209,,,1,1,1,1
55356,10,6,,,10,6
55357,,,1,1,1,1
55373,,,1,1,1,1
55383,,,1,,1,
55402,,,3,3,3,3
55424,,,1,1,1,1
55446,1,,,,1,
55493,1,,,,1,
55569,1,,,,1,
55668,,,1,1,1,1
55718,,,1,,1,
55753,,,1,,1,
55756,,,1,,1,
55778,,,1,1,1,1
55791,1,1,,,1,1
55801,2,1,,,2,1
55817,,,1,,1,
55819,,,1,1,1,1
55849,,,1,,1,
55855,1,1,,,1,1
55863,,,1,,1,
55879,1,1,,,1,1
55910,2,2,,,2,2
55911,,,1,,1,
55953,1,,2,,3,
56010,3,1,1,,4,1
56024,1,1,,,1,1
56089,,,1,1,1,1
56115,,,2,,2,
56145,1,,,,1,
56160,1,,,,1,
56201,,,2,1,2,1
56205,1,,,,1,
56210,,,4,,4,
56223,1,,,,1,
56227,,,2,2,2,2
56283,2,,,,2,
56333,1,,,,1,
56366,,,1,,1,
56415,,,3,3,3,3
56459,3,1,,,3,1
56467,,,1,,1,
56473,1,1,,,1,1
56484,,,1,,1,
56503,,,1,1,1,1
56513,,,1,,1,
56527,,,2,,2,
56562,1,1,,,1,1
56566,1,1,,,1,1
56656,2,1,1,1,3,2
56796,,,3,1,3,1
56800,5,2,3,,8,2
56809,1,,,,1,
56822,,,2,2,2,2
56868,,,1,1,1,1
56873,,,1,,1,
56951,5,3,2,1,7,4
57036,,,2,2,2,2
57106,2,2,,,2,2
57123,,,3,1,3,1
57165,2,2,,,2,2
57188,1,1,,,1,1
57305,,,2,1,2,1
57316,1,,,,1,
57319,,,1,,1,
57384,,,10,5,10,5
57401,4,,,,4,
57425,,,1,1,1,1
57450,,,1,,1,
57502,,,1,1,1,1
57566,,,1,,1,
57586,,,1,1,1,1
57664,,,1,,1,
57688,1,,,,1,
57705,,,1,1,1,1
57737,1,1,4,3,5,4
57758,,,2,1,2,1
57771,2,1,1,,3,1
57789,,,1,,1,
57801,,,1,1,1,1
57838,2,2,,,2,2
57841,7,,,,7,
57904,,,2,2,2,2
57910,1,1,1,,2,1
57936,1,,,,1,
57940,1,,1,1,2,1
57949,,,4,3,4,3
58019,2,,,,2,
58034,,,1,,1,
58089,1,1,,,1,1
58127,,,1,,1,
58218,,,1,,1,
58227,,,3,3,3,3
58247,1,1,,,1,1
58258,,,1,1,1,1
58338,,,10,5,10,5
58352,,,2,1,2,1
58365,1,,,,1,
58367,3,1,,,3,1
58382,1,,,,1,
58387,,,1,,1,
58388,2,1,,,2,1
58396,,,1,1,1,1
58418,1,1,,,1,1
58419,1,1,,,1,1
58469,,,1,,1,
58497,,,1,1,1,1
58503,1,,,,1,
58515,,,3,3,3,3
58531,1,,,,1,
58536,1,,,,1,
58561,,,1,,1,
58571,,,1,1,1,1
58588,,,1,1,1,1
58647,1,,,,1,
58654,1,,,,1,
58672,2,2,,,2,2
58675,3,2,11,4,14,6
58692,1,,,,1,
58707,,,2,1,2,1
58737,1,1,1,,2,1
58741,,,3,2,3,2
58743,1,1,1,,2,1
58750,,,2,1,2,1
58795,,,2,2,2,2
58829,,,1,,1,
58832,1,1,,,1,1
58838,1,1,,,1,1
58869,1,1,,,1,1
58976,1,,,,1,
58978,10,4,,,10,4
58996,,,2,,2,
59021,1,,1,,2,
59047,,,1,1,1,1
59058,,,1,1,1,1
59101,,,1,,1,
59163,,,1,1,1,1
59188,,,1,1,1,1
59219,1,,,,1,
59240,1,,,,1,
59258,1,1,,,1,1
59296,1,1,1,,2,1
59319,,,2,2,2,2
59325,,,1,,1,
59329,,,2,2,2,2
59332,,,4,1,4,1
59333,,,1,1,1,1
59338,1,,,,1,
59466,1,,,,1,
59517,2,2,,,2,2
59519,12,1,3,,15,1
59527,,,1,1,1,1
59536,3,1,1,,4,1
59565,,,1,1,1,1
59599,,,2,1,2,1
59632,,,2,,2,
59693,,,1,1,1,1
59749,,,1,,1,
59874,1,,,,1,
59878,4,,6,,10,
59912,,,1,1,1,1
59956,2,2,,,2,2
60027,1,,,,1,
60056,2,2,,,2,2
60102,,,2,1,2,1
60109,3,2,1,,4,2
60111,,,1,,1,
60126,,,1,,1,
60197,,,1,,1,
60239,,,2,,2,
60285,1,,,,1,
60295,,,1,1,1,1
60302,1,,,,1,
60321,,,1,1,1,1
60350,1,,,,1,
60357,1,1,,,1,1
60389,,,1,,1,
60520,1,,,,1,
60540,,,1,,1,
60585,,,1,1,1,1
60623,,,1,,1,
60660,6,,1,,7,
60662,5,1,2,1,7,2
60674,,,1,,1,
60730,,,4,4,4,4
60746,,,1,,1,
60791,1,1,,,1,1
60809,,,1,,1,
60827,,,2,,2,
60831,4,,11,,15,
