EID,BR_COUNT,NORMAL_BR,END_BR,WS_BR,BS_BR,BS_NORMAL_BR,BS_END_BR,WS_NORMAL_BR,WS_END_BR,BRLIVE,BS_END_BR_LIVE,WS_END_BR_LIVE,BRLIVE_AVG,BS_END_BR_LIVE_AVG,WS_END_BR_LIVE_AVG
10408,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
10427,3,3,0,3,0,0,0,3,0,,,,,,
10448,1,1,0,1,0,0,0,1,0,,,,,,
10484,6,0,6,0,6,0,6,0,0,28.0,28.0,0.0,4.666666666666667,4.666666666666667,
10493,1,1,0,1,0,0,0,1,0,,,,,,
10575,6,4,2,0,6,4,2,0,0,1.0,1.0,0.0,0.5,0.5,
10587,1,1,0,0,1,1,0,0,0,,,,,,
10609,2,1,1,0,2,1,1,0,0,9.0,9.0,0.0,9.0,9.0,
10644,1,1,0,0,1,1,0,0,0,,,,,,
10645,5,0,5,0,5,0,5,0,0,19.0,19.0,0.0,3.8,3.8,
10647,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
10657,1,1,0,0,1,1,0,0,0,,,,,,
10660,2,2,0,2,0,0,0,2,0,,,,,,
10677,7,0,7,6,1,0,1,0,6,46.0,7.0,39.0,6.571428571428571,7.0,6.5
10695,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
10714,1,1,0,0,1,1,0,0,0,,,,,,
10735,2,2,0,0,2,2,0,0,0,,,,,,
10752,2,1,1,2,0,0,0,1,1,3.0,0.0,3.0,3.0,,3.0
10828,12,12,0,0,12,12,0,0,0,,,,,,
10859,2,0,2,0,2,0,2,0,0,9.0,9.0,0.0,4.5,4.5,
10887,5,5,0,2,3,3,0,2,0,,,,,,
10899,1,1,0,1,0,0,0,1,0,,,,,,
10935,2,1,1,0,2,1,1,0,0,5.0,5.0,0.0,5.0,5.0,
10971,2,2,0,0,2,2,0,0,0,,,,,,
10996,1,1,0,0,1,1,0,0,0,,,,,,
11014,1,1,0,0,1,1,0,0,0,,,,,,
11029,28,18,10,25,3,3,0,15,10,12.0,0.0,12.0,1.2,,1.2
11055,1,1,0,0,1,1,0,0,0,,,,,,
11125,2,2,0,1,1,1,0,1,0,,,,,,
11164,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
11268,1,1,0,0,1,1,0,0,0,,,,,,
11285,2,2,0,2,0,0,0,2,0,,,,,,
11294,1,1,0,1,0,0,0,1,0,,,,,,
11296,90,64,26,0,90,64,26,0,0,93.0,93.0,0.0,3.576923076923077,3.576923076923077,
11300,1,0,1,1,0,0,0,0,1,7.0,0.0,7.0,7.0,,7.0
11340,2,0,2,0,2,0,2,0,0,6.0,6.0,0.0,3.0,3.0,
11396,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
11398,1,1,0,1,0,0,0,1,0,,,,,,
11399,1,1,0,0,1,1,0,0,0,,,,,,
11460,1,0,1,1,0,0,0,0,1,4.0,0.0,4.0,4.0,,4.0
11462,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
11508,1,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,
11521,3,0,3,2,1,0,1,0,2,5.0,1.0,4.0,1.6666666666666667,1.0,2.0
11553,1,1,0,0,1,1,0,0,0,,,,,,
11571,1,1,0,1,0,0,0,1,0,,,,,,
11580,1,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,,0.0
11606,1,1,0,1,0,0,0,1,0,,,,,,
11627,2,2,0,2,0,0,0,2,0,,,,,,
11693,3,2,1,1,2,2,0,0,1,2.0,0.0,2.0,2.0,,2.0
11699,20,1,19,19,1,0,1,1,18,24.0,1.0,23.0,1.263157894736842,1.0,1.2777777777777777
11701,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
11708,2,2,0,0,2,2,0,0,0,,,,,,
11717,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
11735,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
11778,1,1,0,1,0,0,0,1,0,,,,,,
11815,2,2,0,2,0,0,0,2,0,,,,,,
11829,1,1,0,1,0,0,0,1,0,,,,,,
11852,1,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,
11858,2,1,1,0,2,1,1,0,0,4.0,4.0,0.0,4.0,4.0,
11860,1,1,0,1,0,0,0,1,0,,,,,,
11876,1,1,0,1,0,0,0,1,0,,,,,,
11899,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
12040,1,1,0,0,1,1,0,0,0,,,,,,
12046,1,1,0,0,1,1,0,0,0,,,,,,
12073,1,1,0,1,0,0,0,1,0,,,,,,
12089,7,5,2,6,1,1,0,4,2,5.0,0.0,5.0,2.5,,2.5
12098,1,1,0,0,1,1,0,0,0,,,,,,
12101,1,0,1,1,0,0,0,0,1,5.0,0.0,5.0,5.0,,5.0
12108,2,1,1,2,0,0,0,1,1,2.0,0.0,2.0,2.0,,2.0
12113,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
12153,5,1,4,4,1,1,0,0,4,18.0,0.0,18.0,4.5,,4.5
12160,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
12168,3,3,0,3,0,0,0,3,0,,,,,,
12218,1,1,0,0,1,1,0,0,0,,,,,,
12220,1,1,0,0,1,1,0,0,0,,,,,,
12221,1,1,0,1,0,0,0,1,0,,,,,,
12235,1,1,0,1,0,0,0,1,0,,,,,,
12253,1,1,0,0,1,1,0,0,0,,,,,,
12276,1,1,0,0,1,1,0,0,0,,,,,,
12278,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
12288,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
12317,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
12322,2,2,0,0,2,2,0,0,0,,,,,,
12335,1,1,0,1,0,0,0,1,0,,,,,,
12340,1,1,0,0,1,1,0,0,0,,,,,,
12346,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
12355,1,1,0,1,0,0,0,1,0,,,,,,
12376,1,1,0,1,0,0,0,1,0,,,,,,
12408,11,9,2,0,11,9,2,0,0,2.0,2.0,0.0,1.0,1.0,
12433,2,2,0,0,2,2,0,0,0,,,,,,
12434,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
12449,1,0,1,1,0,0,0,0,1,12.0,0.0,12.0,12.0,,12.0
12458,6,1,5,6,0,0,0,1,5,23.0,0.0,23.0,4.6,,4.6
12461,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
12482,1,1,0,1,0,0,0,1,0,,,,,,
12508,2,2,0,0,2,2,0,0,0,,,,,,
12532,8,8,0,0,8,8,0,0,0,,,,,,
12558,1,1,0,1,0,0,0,1,0,,,,,,
12563,1,1,0,0,1,1,0,0,0,,,,,,
12577,1,1,0,0,1,1,0,0,0,,,,,,
12660,2,2,0,2,0,0,0,2,0,,,,,,
12671,1,1,0,1,0,0,0,1,0,,,,,,
12692,1,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,
12792,2,2,0,0,2,2,0,0,0,,,,,,
12798,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
12817,1,0,1,0,1,0,1,0,0,15.0,15.0,0.0,15.0,15.0,
12845,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
12857,2,1,1,2,0,0,0,1,1,2.0,0.0,2.0,2.0,,2.0
12864,1,1,0,0,1,1,0,0,0,,,,,,
12910,5,0,5,0,5,0,5,0,0,16.0,16.0,0.0,3.2,3.2,
12933,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
12941,1,1,0,0,1,1,0,0,0,,,,,,
12985,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
13012,2,2,0,1,1,1,0,1,0,,,,,,
13029,1,1,0,0,1,1,0,0,0,,,,,,
13031,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
13072,1,1,0,1,0,0,0,1,0,,,,,,
13085,2,0,2,2,0,0,0,0,2,6.0,0.0,6.0,3.0,,3.0
13120,1,1,0,0,1,1,0,0,0,,,,,,
13141,1,1,0,0,1,1,0,0,0,,,,,,
13148,1,1,0,0,1,1,0,0,0,,,,,,
13175,2,1,1,0,2,1,1,0,0,3.0,3.0,0.0,3.0,3.0,
13190,1,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,
13196,3,3,0,3,0,0,0,3,0,,,,,,
13211,2,0,2,0,2,0,2,0,0,5.0,5.0,0.0,2.5,2.5,
13221,1,1,0,0,1,1,0,0,0,,,,,,
13235,1,1,0,0,1,1,0,0,0,,,,,,
13249,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
13280,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
13299,1,1,0,0,1,1,0,0,0,,,,,,
13308,2,2,0,0,2,2,0,0,0,,,,,,
13349,12,1,11,12,0,0,0,1,11,44.0,0.0,44.0,4.0,,4.0
13376,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
13461,1,1,0,0,1,1,0,0,0,,,,,,
13464,2,0,2,1,1,0,1,0,1,1.0,1.0,0.0,0.5,1.0,0.0
13470,3,1,2,3,0,0,0,1,2,2.0,0.0,2.0,1.0,,1.0
13559,4,0,4,0,4,0,4,0,0,11.0,11.0,0.0,2.75,2.75,
13564,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
13572,1,1,0,0,1,1,0,0,0,,,,,,
13583,1,1,0,0,1,1,0,0,0,,,,,,
13585,1,1,0,0,1,1,0,0,0,,,,,,
13622,2,1,1,0,2,1,1,0,0,2.0,2.0,0.0,2.0,2.0,
13624,5,5,0,0,5,5,0,0,0,,,,,,
13625,1,1,0,0,1,1,0,0,0,,,,,,
13637,2,1,1,2,0,0,0,1,1,5.0,0.0,5.0,5.0,,5.0
13675,2,1,1,1,1,1,0,0,1,2.0,0.0,2.0,2.0,,2.0
13684,1,1,0,0,1,1,0,0,0,,,,,,
13724,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
13750,2,2,0,0,2,2,0,0,0,,,,,,
13799,1,0,1,0,1,0,1,0,0,10.0,10.0,0.0,10.0,10.0,
13804,1,1,0,1,0,0,0,1,0,,,,,,
13830,2,0,2,0,2,0,2,0,0,20.0,20.0,0.0,10.0,10.0,
13833,2,0,2,1,1,0,1,0,1,4.0,3.0,1.0,2.0,3.0,1.0
13853,1,1,0,0,1,1,0,0,0,,,,,,
13859,1,1,0,0,1,1,0,0,0,,,,,,
13905,2,2,0,0,2,2,0,0,0,,,,,,
13943,1,1,0,0,1,1,0,0,0,,,,,,
13957,1,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,,0.0
13984,1,0,1,0,1,0,1,0,0,9.0,9.0,0.0,9.0,9.0,
13991,1,1,0,1,0,0,0,1,0,,,,,,
14032,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
14033,1,1,0,1,0,0,0,1,0,,,,,,
14055,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
14086,2,0,2,0,2,0,2,0,0,6.0,6.0,0.0,3.0,3.0,
14164,2,1,1,0,2,1,1,0,0,12.0,12.0,0.0,12.0,12.0,
14170,1,1,0,0,1,1,0,0,0,,,,,,
14175,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
14201,2,0,2,0,2,0,2,0,0,8.0,8.0,0.0,4.0,4.0,
14274,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
14288,1,1,0,1,0,0,0,1,0,,,,,,
14309,1,1,0,0,1,1,0,0,0,,,,,,
14369,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
14383,1,1,0,1,0,0,0,1,0,,,,,,
14398,2,0,2,2,0,0,0,0,2,1.0,0.0,1.0,0.5,,0.5
14401,4,4,0,1,3,3,0,1,0,,,,,,
14460,1,1,0,0,1,1,0,0,0,,,,,,
14482,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
14510,1,1,0,1,0,0,0,1,0,,,,,,
14521,2,0,2,2,0,0,0,0,2,6.0,0.0,6.0,3.0,,3.0
14523,1,0,1,0,1,0,1,0,0,8.0,8.0,0.0,8.0,8.0,
14526,5,2,3,5,0,0,0,2,3,17.0,0.0,17.0,5.666666666666667,,5.666666666666667
14582,1,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,,0.0
14588,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
14590,1,1,0,0,1,1,0,0,0,,,,,,
14599,9,4,5,9,0,0,0,4,5,50.0,0.0,50.0,10.0,,10.0
14645,1,1,0,0,1,1,0,0,0,,,,,,
14677,1,0,1,0,1,0,1,0,0,8.0,8.0,0.0,8.0,8.0,
14683,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
14758,1,1,0,1,0,0,0,1,0,,,,,,
14780,1,1,0,1,0,0,0,1,0,,,,,,
14810,2,1,1,2,0,0,0,1,1,0.0,0.0,0.0,0.0,,0.0
14819,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
14839,2,0,2,2,0,0,0,0,2,1.0,0.0,1.0,0.5,,0.5
14864,1,1,0,0,1,1,0,0,0,,,,,,
14908,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
14976,1,1,0,1,0,0,0,1,0,,,,,,
14977,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
14988,6,0,6,0,6,0,6,0,0,12.0,12.0,0.0,2.0,2.0,
15041,1,1,0,0,1,1,0,0,0,,,,,,
15049,4,1,3,0,4,1,3,0,0,9.0,9.0,0.0,3.0,3.0,
15070,1,1,0,1,0,0,0,1,0,,,,,,
15084,6,1,5,5,1,1,0,0,5,13.0,0.0,13.0,2.6,,2.6
15092,1,1,0,1,0,0,0,1,0,,,,,,
15101,1,1,0,0,1,1,0,0,0,,,,,,
15132,1,1,0,0,1,1,0,0,0,,,,,,
15160,3,1,2,0,3,1,2,0,0,16.0,16.0,0.0,8.0,8.0,
15164,1,1,0,0,1,1,0,0,0,,,,,,
15171,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
15243,2,0,2,1,1,0,1,0,1,12.0,9.0,3.0,6.0,9.0,3.0
15263,2,2,0,1,1,1,0,1,0,,,,,,
15322,1,1,0,1,0,0,0,1,0,,,,,,
15367,13,13,0,0,13,13,0,0,0,,,,,,
15398,2,1,1,0,2,1,1,0,0,2.0,2.0,0.0,2.0,2.0,
15423,1,1,0,1,0,0,0,1,0,,,,,,
15426,3,0,3,2,1,0,1,0,2,22.0,6.0,16.0,7.333333333333333,6.0,8.0
15446,1,1,0,1,0,0,0,1,0,,,,,,
15478,1,1,0,0,1,1,0,0,0,,,,,,
15489,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
15526,1,0,1,1,0,0,0,0,1,4.0,0.0,4.0,4.0,,4.0
15560,1,1,0,0,1,1,0,0,0,,,,,,
15653,2,0,2,0,2,0,2,0,0,2.0,2.0,0.0,1.0,1.0,
15685,1,0,1,1,0,0,0,0,1,4.0,0.0,4.0,4.0,,4.0
15771,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
15808,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
15888,1,1,0,0,1,1,0,0,0,,,,,,
15915,1,1,0,0,1,1,0,0,0,,,,,,
15923,1,1,0,0,1,1,0,0,0,,,,,,
15994,2,1,1,2,0,0,0,1,1,1.0,0.0,1.0,1.0,,1.0
16000,1,1,0,1,0,0,0,1,0,,,,,,
16009,2,2,0,1,1,1,0,1,0,,,,,,
16041,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
16078,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
16131,2,2,0,1,1,1,0,1,0,,,,,,
16162,1,0,1,1,0,0,0,0,1,4.0,0.0,4.0,4.0,,4.0
16167,1,1,0,0,1,1,0,0,0,,,,,,
16185,7,5,2,7,0,0,0,5,2,1.0,0.0,1.0,0.5,,0.5
16201,1,0,1,0,1,0,1,0,0,8.0,8.0,0.0,8.0,8.0,
16206,2,2,0,2,0,0,0,2,0,,,,,,
16220,1,1,0,0,1,1,0,0,0,,,,,,
16229,2,1,1,2,0,0,0,1,1,1.0,0.0,1.0,1.0,,1.0
16314,38,15,23,36,2,1,1,14,22,51.0,3.0,48.0,2.217391304347826,3.0,2.1818181818181817
16332,1,1,0,0,1,1,0,0,0,,,,,,
16386,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
16409,2,0,2,0,2,0,2,0,0,8.0,8.0,0.0,4.0,4.0,
16416,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
16438,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
16457,1,1,0,0,1,1,0,0,0,,,,,,
16534,2,1,1,0,2,1,1,0,0,2.0,2.0,0.0,2.0,2.0,
16554,1,1,0,0,1,1,0,0,0,,,,,,
16567,5,0,5,5,0,0,0,0,5,23.0,0.0,23.0,4.6,,4.6
16593,7,0,7,7,0,0,0,0,7,31.0,0.0,31.0,4.428571428571429,,4.428571428571429
16595,1,0,1,0,1,0,1,0,0,11.0,11.0,0.0,11.0,11.0,
16625,2,0,2,0,2,0,2,0,0,16.0,16.0,0.0,8.0,8.0,
16738,1,1,0,0,1,1,0,0,0,,,,,,
16740,2,1,1,0,2,1,1,0,0,2.0,2.0,0.0,2.0,2.0,
16741,13,8,5,13,0,0,0,8,5,11.0,0.0,11.0,2.2,,2.2
16800,1,1,0,0,1,1,0,0,0,,,,,,
16820,2,2,0,0,2,2,0,0,0,,,,,,
16847,1,1,0,0,1,1,0,0,0,,,,,,
16862,1,0,1,0,1,0,1,0,0,7.0,7.0,0.0,7.0,7.0,
16876,1,1,0,1,0,0,0,1,0,,,,,,
16900,1,1,0,0,1,1,0,0,0,,,,,,
16918,1,1,0,1,0,0,0,1,0,,,,,,
16944,1,1,0,0,1,1,0,0,0,,,,,,
16954,1,1,0,0,1,1,0,0,0,,,,,,
16963,2,0,2,0,2,0,2,0,0,10.0,10.0,0.0,5.0,5.0,
16998,7,4,3,0,7,4,3,0,0,6.0,6.0,0.0,2.0,2.0,
17006,1,1,0,0,1,1,0,0,0,,,,,,
17016,1,1,0,0,1,1,0,0,0,,,,,,
17034,2,2,0,1,1,1,0,1,0,,,,,,
17085,2,1,1,2,0,0,0,1,1,2.0,0.0,2.0,2.0,,2.0
17086,4,0,4,0,4,0,4,0,0,24.0,24.0,0.0,6.0,6.0,
17188,1,1,0,1,0,0,0,1,0,,,,,,
17197,6,3,3,6,0,0,0,3,3,15.0,0.0,15.0,5.0,,5.0
17200,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
17229,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
17230,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
17232,1,1,0,1,0,0,0,1,0,,,,,,
17297,9,4,5,0,9,4,5,0,0,82.0,82.0,0.0,16.4,16.4,
17326,1,0,1,1,0,0,0,0,1,9.0,0.0,9.0,9.0,,9.0
17337,1,1,0,0,1,1,0,0,0,,,,,,
17339,3,3,0,0,3,3,0,0,0,,,,,,
17348,1,1,0,0,1,1,0,0,0,,,,,,
17352,1,1,0,0,1,1,0,0,0,,,,,,
17355,6,0,6,2,4,0,4,0,2,12.0,6.0,6.0,2.0,1.5,3.0
17403,1,1,0,0,1,1,0,0,0,,,,,,
17420,44,20,24,0,44,20,24,0,0,67.0,67.0,0.0,2.7916666666666665,2.7916666666666665,
17426,1,1,0,0,1,1,0,0,0,,,,,,
17433,1,1,0,0,1,1,0,0,0,,,,,,
17512,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
17583,1,0,1,0,1,0,1,0,0,10.0,10.0,0.0,10.0,10.0,
17598,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
17694,1,1,0,1,0,0,0,1,0,,,,,,
17711,1,0,1,1,0,0,0,0,1,7.0,0.0,7.0,7.0,,7.0
17795,2,0,2,0,2,0,2,0,0,5.0,5.0,0.0,2.5,2.5,
17836,1,1,0,0,1,1,0,0,0,,,,,,
17844,3,1,2,2,1,1,0,0,2,4.0,0.0,4.0,2.0,,2.0
17846,1,1,0,1,0,0,0,1,0,,,,,,
17866,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
17877,1,1,0,1,0,0,0,1,0,,,,,,
17902,1,1,0,0,1,1,0,0,0,,,,,,
18021,1,1,0,0,1,1,0,0,0,,,,,,
18032,1,1,0,1,0,0,0,1,0,,,,,,
18043,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
18063,1,1,0,1,0,0,0,1,0,,,,,,
18066,1,1,0,0,1,1,0,0,0,,,,,,
18072,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
18075,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
18078,6,2,4,5,1,1,0,1,4,18.0,0.0,18.0,4.5,,4.5
18079,2,1,1,0,2,1,1,0,0,3.0,3.0,0.0,3.0,3.0,
18125,1,1,0,0,1,1,0,0,0,,,,,,
18151,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
18176,3,0,3,0,3,0,3,0,0,9.0,9.0,0.0,3.0,3.0,
18223,1,1,0,0,1,1,0,0,0,,,,,,
18265,1,1,0,0,1,1,0,0,0,,,,,,
18284,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
18325,2,2,0,0,2,2,0,0,0,,,,,,
18377,1,1,0,1,0,0,0,1,0,,,,,,
18379,31,30,1,28,3,3,0,27,1,4.0,0.0,4.0,4.0,,4.0
18462,2,0,2,0,2,0,2,0,0,7.0,7.0,0.0,3.5,3.5,
18480,3,3,0,3,0,0,0,3,0,,,,,,
18516,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
18539,1,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,
18578,7,0,7,0,7,0,7,0,0,34.0,34.0,0.0,4.857142857142857,4.857142857142857,
18594,1,1,0,0,1,1,0,0,0,,,,,,
18599,1,0,1,1,0,0,0,0,1,7.0,0.0,7.0,7.0,,7.0
18618,5,0,5,0,5,0,5,0,0,8.0,8.0,0.0,1.6,1.6,
18620,4,1,3,0,4,1,3,0,0,4.0,4.0,0.0,1.3333333333333333,1.3333333333333333,
18670,2,1,1,1,1,1,0,0,1,1.0,0.0,1.0,1.0,,1.0
18738,2,2,0,2,0,0,0,2,0,,,,,,
18788,1,1,0,1,0,0,0,1,0,,,,,,
18816,1,1,0,1,0,0,0,1,0,,,,,,
18875,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
18937,6,0,6,5,1,0,1,0,5,5.0,2.0,3.0,0.8333333333333334,2.0,0.6
19104,1,1,0,0,1,1,0,0,0,,,,,,
19112,1,1,0,1,0,0,0,1,0,,,,,,
19217,4,2,2,0,4,2,2,0,0,51.0,51.0,0.0,25.5,25.5,
19252,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
19268,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
19336,1,1,0,1,0,0,0,1,0,,,,,,
19347,2,2,0,0,2,2,0,0,0,,,,,,
19349,4,4,0,0,4,4,0,0,0,,,,,,
19362,2,1,1,0,2,1,1,0,0,2.0,2.0,0.0,2.0,2.0,
19401,1,1,0,1,0,0,0,1,0,,,,,,
19427,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
19467,1,1,0,1,0,0,0,1,0,,,,,,
19468,1,1,0,1,0,0,0,1,0,,,,,,
19531,2,1,1,0,2,1,1,0,0,9.0,9.0,0.0,9.0,9.0,
19544,9,2,7,0,9,2,7,0,0,25.0,25.0,0.0,3.5714285714285716,3.5714285714285716,
19614,3,0,3,0,3,0,3,0,0,81.0,81.0,0.0,27.0,27.0,
19656,1,1,0,0,1,1,0,0,0,,,,,,
19661,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
19712,1,1,0,0,1,1,0,0,0,,,,,,
19714,1,1,0,1,0,0,0,1,0,,,,,,
19715,1,1,0,0,1,1,0,0,0,,,,,,
19746,7,0,7,0,7,0,7,0,0,67.0,67.0,0.0,9.571428571428571,9.571428571428571,
19747,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
19828,3,1,2,0,3,1,2,0,0,6.0,6.0,0.0,3.0,3.0,
19829,4,3,1,0,4,3,1,0,0,18.0,18.0,0.0,18.0,18.0,
19836,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
19837,23,0,23,23,0,0,0,0,23,32.0,0.0,32.0,1.391304347826087,,1.391304347826087
19874,2,2,0,0,2,2,0,0,0,,,,,,
19957,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
19978,3,3,0,1,2,2,0,1,0,,,,,,
19982,2,2,0,0,2,2,0,0,0,,,,,,
19992,2,2,0,0,2,2,0,0,0,,,,,,
20060,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
20067,1,1,0,0,1,1,0,0,0,,,,,,
20098,10,6,4,10,0,0,0,6,4,14.0,0.0,14.0,3.5,,3.5
20146,1,1,0,0,1,1,0,0,0,,,,,,
20148,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
20204,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
20218,5,0,5,5,0,0,0,0,5,17.0,0.0,17.0,3.4,,3.4
20245,6,0,6,0,6,0,6,0,0,22.0,22.0,0.0,3.6666666666666665,3.6666666666666665,
20258,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
20259,1,1,0,1,0,0,0,1,0,,,,,,
20287,2,2,0,0,2,2,0,0,0,,,,,,
20364,2,0,2,0,2,0,2,0,0,2.0,2.0,0.0,1.0,1.0,
20384,1,1,0,0,1,1,0,0,0,,,,,,
20386,1,1,0,0,1,1,0,0,0,,,,,,
20392,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
20400,13,13,0,13,0,0,0,13,0,,,,,,
20406,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
20417,1,1,0,1,0,0,0,1,0,,,,,,
20423,2,2,0,0,2,2,0,0,0,,,,,,
20457,1,1,0,1,0,0,0,1,0,,,,,,
20467,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
20489,15,1,14,0,15,1,14,0,0,344.0,344.0,0.0,24.571428571428573,24.571428571428573,
20520,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
20546,2,1,1,2,0,0,0,1,1,4.0,0.0,4.0,4.0,,4.0
20599,1,1,0,0,1,1,0,0,0,,,,,,
20610,2,0,2,2,0,0,0,0,2,10.0,0.0,10.0,5.0,,5.0
20623,1,0,1,0,1,0,1,0,0,11.0,11.0,0.0,11.0,11.0,
