EID,WZCODE招聘网站代码,RECRNUM招聘职位数量,RECDATE最近一次招聘的日期
58427,ZP02,9,Aug-15
58938,ZP01,3,Jun-15
58938,ZP02,25,Aug-15
59526,ZP03,17,Aug-15
60239,ZP01,5,Aug-15
60239,ZP02,439,Aug-15
60239,ZP03,182,Aug-15
61121,ZP01,5,Aug-15
61121,ZP02,15,Aug-15
61349,ZP02,10,Aug-15
63975,ZP02,12,Jul-15
64545,ZP03,1,Apr-15
65252,ZP02,1,May-15
65252,ZP03,1,Jun-15
66092,ZP01,1,Mar-15
66550,ZP01,4,May-15
66550,ZP02,35,Jul-15
66550,ZP03,36,Jul-15
67484,ZP03,77,Aug-15
68384,ZP02,126,Aug-15
69284,ZP03,1,Jul-15
69836,ZP03,3,Mar-15
71082,ZP03,16,Aug-15
71920,ZP02,10,Aug-15
72959,ZP03,8,May-15
73361,ZP02,4,Aug-15
73361,ZP03,4,Apr-15
74117,ZP03,6,Jun-15
74880,ZP03,3,Jul-15
75589,ZP02,7,Aug-15
75589,ZP03,10,Aug-15
75641,ZP02,1,Aug-15
75711,ZP03,1,Mar-15
75732,ZP03,15,Jan-15
75787,ZP01,2,Aug-15
75787,ZP02,72,Aug-15
75787,ZP03,12,Aug-15
76140,ZP02,8,Apr-15
77364,ZP02,19,Jul-15
77364,ZP03,2,Apr-15
77386,ZP03,11,Aug-15
77543,ZP02,1,Aug-15
78186,ZP03,1,Mar-15
78193,ZP03,10,May-15
78379,ZP02,33,Aug-15
78379,ZP03,6,Apr-15
78385,ZP01,13,Aug-15
78676,ZP02,2,May-15
79463,ZP01,18,Jun-15
79463,ZP02,32,Aug-15
79761,ZP01,92,Aug-15
79761,ZP02,127,Jun-15
79761,ZP03,32,Jul-15
80905,ZP02,14,Aug-15
80905,ZP03,19,May-15
81004,ZP03,5,May-15
82365,ZP03,7,Aug-15
85781,ZP02,28,Aug-15
86536,ZP02,41,Aug-15
87169,ZP02,4,Jul-15
88076,ZP02,7,Aug-15
88130,ZP02,80,Aug-15
88130,ZP03,1,Jan-15
88188,ZP02,22,Aug-15
88188,ZP03,35,Aug-15
89593,ZP03,20,Aug-15
90075,ZP02,25,Aug-15
93917,ZP03,51,Aug-15
96122,ZP02,41,Aug-15
96122,ZP03,12,Jan-15
97761,ZP01,8,May-15
98417,ZP02,2,Jan-15
99580,ZP01,1,Apr-15
99580,ZP02,11,Jun-15
99624,ZP02,7,Aug-15
100185,ZP02,92,Aug-15
100185,ZP03,16,Aug-15
101212,ZP01,20,Aug-15
101212,ZP03,5,Aug-15
103304,ZP02,5,Mar-15
103349,ZP01,2,Aug-15
103349,ZP02,46,Aug-15
103349,ZP03,3,Aug-15
103524,ZP03,6,Aug-15
104660,ZP01,1,Mar-15
104660,ZP03,2,Aug-15
104736,ZP03,8,May-15
104873,ZP02,6,Jan-15
104873,ZP03,19,Aug-15
105632,ZP01,12,May-15
105739,ZP02,2,Aug-15
106478,ZP02,4,May-15
106478,ZP03,6,Aug-15
108162,ZP02,9,Jun-15
108982,ZP03,5,Jun-15
109435,ZP02,4,Aug-15
111043,ZP01,1,Apr-15
111043,ZP03,12,Aug-15
111430,ZP02,4,Aug-15
111494,ZP02,19,Aug-15
112276,ZP02,27,Aug-15
114808,ZP03,4,Aug-15
116797,ZP02,8,May-15
116984,ZP02,2,Jul-15
116984,ZP03,2,Jun-15
120520,ZP03,2,Apr-15
121465,ZP02,12,Jun-15
122773,ZP01,5,Jul-15
123218,ZP03,1,Jul-15
123543,ZP03,13,Jul-15
124069,ZP02,44,Aug-15
124800,ZP02,49,Aug-15
124800,ZP03,36,Aug-15
125258,ZP02,4,Jan-15
126490,ZP02,4,Aug-15
126689,ZP03,1,Apr-15
128629,ZP03,2,Jul-15
129390,ZP02,14,Jul-15
130180,ZP02,42,Aug-15
130180,ZP03,4,Mar-15
130896,ZP02,12,Aug-15
130896,ZP03,17,Jul-15
132155,ZP02,9,Jun-15
132338,ZP01,1,Jul-15
132338,ZP02,23,Aug-15
133204,ZP03,2,Aug-15
134853,ZP03,3,Mar-15
136367,ZP02,7,Aug-15
137435,ZP02,1,Aug-15
138224,ZP03,6,Jul-15
138682,ZP02,6,Jul-15
138682,ZP03,2,Aug-15
139465,ZP03,7,Aug-15
139849,ZP01,1,Jan-15
139849,ZP02,49,Aug-15
139849,ZP03,24,Aug-15
140870,ZP02,49,Aug-15
140870,ZP03,6,Aug-15
142025,ZP03,3,Aug-15
142643,ZP02,8,Mar-15
142773,ZP03,73,Aug-15
142936,ZP03,2,Aug-15
143221,ZP03,6,Aug-15
143470,ZP02,4,Aug-15
143639,ZP02,42,Aug-15
143639,ZP03,18,Aug-15
143985,ZP02,2,Jul-15
144719,ZP02,39,Aug-15
144719,ZP03,12,Jan-15
145743,ZP03,2,May-15
146268,ZP03,3,Aug-15
146880,ZP02,53,Aug-15
146880,ZP03,62,Aug-15
148951,ZP02,13,Aug-15
149077,ZP03,4,Aug-15
149812,ZP03,2,Aug-15
149945,ZP03,7,Aug-15
149958,ZP02,16,Aug-15
149958,ZP03,7,Jun-15
151101,ZP02,18,Aug-15
151101,ZP03,17,Jul-15
151399,ZP02,1,May-15
154017,ZP02,20,Aug-15
154017,ZP03,1,May-15
154196,ZP02,9,Feb-15
156820,ZP02,5,Aug-15
156820,ZP03,1,Aug-15
156938,ZP03,28,Aug-15
156997,ZP02,10,Jun-15
157609,ZP02,31,Aug-15
157609,ZP03,44,Aug-15
159278,ZP02,6,Jun-15
159278,ZP03,8,Aug-15
159591,ZP01,18,Aug-15
159591,ZP02,115,Apr-15
159591,ZP03,11,Aug-15
159902,ZP02,7,Jul-15
160054,ZP02,12,Jul-15
160460,ZP02,22,Aug-15
160460,ZP03,6,Aug-15
160936,ZP01,9,Jul-15
160936,ZP02,31,Aug-15
160936,ZP03,2,Mar-15
160984,ZP02,2,Apr-15
161905,ZP02,4,Jun-15
161905,ZP03,1,Mar-15
162796,ZP03,11,Mar-15
162837,ZP03,2,Jul-15
163143,ZP02,31,May-15
164093,ZP03,2,Jul-15
165449,ZP03,1,Aug-15
165883,ZP01,1,Jan-15
166850,ZP03,23,Aug-15
167050,ZP01,16,Aug-15
167050,ZP03,15,Aug-15
168704,ZP02,11,Aug-15
169232,ZP03,20,Aug-15
169233,ZP02,84,Aug-15
169331,ZP02,13,Jul-15
169331,ZP03,3,Feb-15
170297,ZP03,16,Aug-15
171145,ZP02,30,Aug-15
172006,ZP02,4,Jun-15
172833,ZP03,9,Jan-15
174142,ZP03,4,Jul-15
174419,ZP03,7,Jul-15
174957,ZP01,8,Aug-15
174957,ZP02,34,Aug-15
174957,ZP03,35,Aug-15
175080,ZP01,32,Aug-15
175080,ZP02,33,Jul-15
175080,ZP03,15,Aug-15
176056,ZP02,12,Aug-15
178360,ZP01,1,Jun-15
181948,ZP03,1,May-15
182821,ZP02,7,Mar-15
187152,ZP02,1,Apr-15
188076,ZP02,13,Aug-15
188844,ZP01,15,Apr-15
188844,ZP02,30,Aug-15
188844,ZP03,31,Aug-15
190297,ZP02,11,Aug-15
193521,ZP02,11,Aug-15
193521,ZP03,7,Jul-15
194419,ZP02,3,Mar-15
194670,ZP02,77,Aug-15
194670,ZP03,97,Aug-15
197211,ZP02,5,Aug-15
197465,ZP02,2,Aug-15
197722,ZP02,9,Aug-15
198208,ZP02,8,Apr-15
200996,ZP03,4,Jul-15
203890,ZP02,3,Apr-15
203890,ZP03,2,Mar-15
203937,ZP02,82,Aug-15
204424,ZP02,9,Aug-15
205527,ZP03,27,Aug-15
205958,ZP01,10,Jun-15
205958,ZP02,24,Aug-15
205958,ZP03,17,Aug-15
206951,ZP02,1,Apr-15
207162,ZP02,6,Jul-15
207660,ZP03,4,Mar-15
208503,ZP02,2,Jan-15
209309,ZP03,1,Jan-15
217231,ZP03,13,Aug-15
217845,ZP03,6,Jan-15
218456,ZP01,2,Feb-15
218972,ZP02,7,Aug-15
219138,ZP03,13,Jan-15
219378,ZP02,46,Aug-15
219378,ZP03,2,Jun-15
219458,ZP02,8,Aug-15
219517,ZP02,11,May-15
219517,ZP03,7,Mar-15
220203,ZP02,93,Aug-15
220608,ZP02,5,May-15
220867,ZP02,21,Aug-15
220867,ZP03,22,Aug-15
221283,ZP02,272,Aug-15
221283,ZP03,39,Aug-15
221347,ZP02,33,Aug-15
221347,ZP03,13,Aug-15
221623,ZP02,1,Feb-15
222156,ZP02,16,Jun-15
222156,ZP03,21,Aug-15
222500,ZP02,8,Apr-15
222681,ZP03,2,Jul-15
226123,ZP03,10,Mar-15
226591,ZP02,12,Feb-15
226591,ZP03,6,Aug-15
227595,ZP01,5,Jul-15
227595,ZP02,16,Aug-15
227611,ZP02,12,Aug-15
228180,ZP02,61,Aug-15
228915,ZP03,9,Aug-15
228988,ZP01,2,Aug-15
228988,ZP02,25,Aug-15
229074,ZP03,35,Aug-15
231500,ZP02,2,Apr-15
232600,ZP03,1,Mar-15
232918,ZP02,59,Aug-15
232918,ZP03,52,Aug-15
234227,ZP02,8,Aug-15
234227,ZP03,2,Apr-15
235458,ZP01,15,Aug-15
235458,ZP02,46,Aug-15
235458,ZP03,21,Jul-15
239858,ZP02,7,Jun-15
239873,ZP02,1,May-15
239873,ZP03,2,May-15
240820,ZP02,26,Aug-15
242532,ZP03,1,Jun-15
243433,ZP02,53,Aug-15
243433,ZP03,22,Aug-15
243606,ZP02,1,Mar-15
243681,ZP02,133,Aug-15
243844,ZP02,2,Jul-15
244456,ZP03,3,Jul-15
245181,ZP02,62,Jul-15
246460,ZP01,31,Aug-15
246460,ZP02,4,Aug-15
246460,ZP03,8,Aug-15
246590,ZP03,8,Aug-15
246802,ZP03,2,Jul-15
249790,ZP03,3,Aug-15
252085,ZP02,82,Aug-15
253821,ZP02,18,Aug-15
253878,ZP02,80,Aug-15
254344,ZP03,7,Aug-15
254662,ZP02,10,Aug-15
254662,ZP03,4,Aug-15
254967,ZP02,5,Jun-15
257646,ZP02,11,Jun-15
258690,ZP01,4,Mar-15
259204,ZP03,6,Jul-15
260164,ZP02,13,Aug-15
260186,ZP03,2,Aug-15
261142,ZP02,1,Aug-15
264017,ZP01,16,Jun-15
264017,ZP03,15,Aug-15
265717,ZP03,58,Aug-15
266018,ZP01,14,Aug-15
266018,ZP02,32,Aug-15
266043,ZP02,19,Aug-15
266043,ZP03,7,Jun-15
266525,ZP01,110,Aug-15
266525,ZP03,27,Aug-15
267420,ZP02,3,Jul-15
267420,ZP03,5,May-15
267896,ZP03,5,Aug-15
267899,ZP02,1,Aug-15
269146,ZP02,9,Feb-15
269687,ZP02,167,Aug-15
269687,ZP03,36,Jun-15
269858,ZP03,16,Feb-15
273712,ZP02,15,Aug-15
274154,ZP01,9,Feb-15
274154,ZP02,6,Jan-15
275328,ZP03,16,Aug-15
275759,ZP02,3,Jun-15
275759,ZP03,3,May-15
279228,ZP02,1,Mar-15
279904,ZP02,33,Apr-15
281859,ZP02,5,May-15
281859,ZP03,3,May-15
281953,ZP02,13,Aug-15
282212,ZP03,7,Jan-15
284360,ZP03,26,Aug-15
285294,ZP03,19,Aug-15
286299,ZP03,2,Aug-15
287851,ZP02,1,Aug-15
287940,ZP02,6,Aug-15
289622,ZP02,30,Aug-15
289969,ZP03,2,Aug-15
290514,ZP02,50,Aug-15
290514,ZP03,23,Jul-15
290982,ZP03,31,Feb-15
291331,ZP02,9,Aug-15
291331,ZP03,6,Aug-15
292192,ZP02,50,Aug-15
292771,ZP02,9,Apr-15
294501,ZP01,4,Aug-15
294658,ZP03,1,Aug-15
294684,ZP03,6,Jul-15
295637,ZP02,3,Jan-15
297534,ZP03,4,Jul-15
297941,ZP02,8,Aug-15
299101,ZP03,81,Aug-15
299654,ZP03,18,Aug-15
300542,ZP03,6,Jul-15
301776,ZP02,16,Aug-15
302481,ZP03,7,Aug-15
302683,ZP02,11,Jul-15
302683,ZP03,22,Apr-15
303107,ZP02,2,Mar-15
303299,ZP01,33,Aug-15
303299,ZP02,58,Aug-15
303838,ZP02,9,May-15
303838,ZP03,8,Aug-15
304965,ZP03,11,Aug-15
306740,ZP02,4,Mar-15
306740,ZP03,6,Aug-15
306816,ZP01,14,Aug-15
306816,ZP03,51,Aug-15
307607,ZP02,5,Aug-15
307607,ZP03,7,Mar-15
307914,ZP02,15,Jun-15
307914,ZP03,6,Aug-15
309331,ZP03,1,May-15
309406,ZP02,17,Aug-15
309406,ZP03,16,Aug-15
309994,ZP01,14,Jul-15
309994,ZP02,26,Aug-15
309994,ZP03,6,May-15
311041,ZP03,5,Apr-15
313815,ZP03,22,Mar-15
316602,ZP02,7,Aug-15
316951,ZP03,5,Aug-15
317519,ZP02,7,Mar-15
319167,ZP03,1,Aug-15
320195,ZP03,1,Jun-15
322547,ZP02,40,Aug-15
324506,ZP02,10,Jun-15
324506,ZP03,4,Apr-15
325217,ZP02,16,Jun-15
325217,ZP03,18,Aug-15
325700,ZP02,113,Aug-15
325700,ZP03,14,Aug-15
327071,ZP02,5,Jul-15
327099,ZP01,5,Aug-15
327099,ZP03,4,Aug-15
327148,ZP03,6,Aug-15
327442,ZP03,4,Aug-15
328082,ZP02,23,Aug-15
328467,ZP02,2,May-15
329127,ZP02,4,May-15
329140,ZP03,17,Aug-15
330143,ZP03,4,Jan-15
330842,ZP02,1,Jul-15
330888,ZP02,9,Aug-15
331774,ZP03,7,Aug-15
332312,ZP02,1,Jul-15
333738,ZP02,4,Jul-15
334182,ZP02,6,Aug-15
335881,ZP03,6,Aug-15
338222,ZP02,5,Apr-15
338432,ZP03,2,Jun-15
338527,ZP02,19,Aug-15
339514,ZP02,7,Aug-15
339843,ZP02,109,Aug-15
339843,ZP03,41,Aug-15
340320,ZP03,6,Aug-15
340955,ZP03,8,Aug-15
348399,ZP02,16,Aug-15
348938,ZP03,3,Aug-15
350091,ZP02,128,Jun-15
350091,ZP03,120,Jun-15
350578,ZP01,214,Aug-15
350578,ZP02,250,Aug-15
350578,ZP03,18,Aug-15
350948,ZP02,1,May-15
351773,ZP03,7,Jul-15
351774,ZP01,16,Aug-15
351774,ZP02,39,Aug-15
352030,ZP03,11,Aug-15
352106,ZP02,38,Aug-15
352106,ZP03,9,Jan-15
352284,ZP02,27,Aug-15
352284,ZP03,4,Mar-15
352329,ZP02,17,Aug-15
352329,ZP03,14,Aug-15
353565,ZP02,4,Jan-15
353565,ZP03,10,Aug-15
354414,ZP02,11,Aug-15
354414,ZP03,5,May-15
354799,ZP03,6,Aug-15
355074,ZP02,13,Aug-15
355363,ZP03,2,Mar-15
356254,ZP02,11,Jul-15
356345,ZP02,10,Aug-15
357138,ZP02,1,Jan-15
357178,ZP02,3,Jul-15
357178,ZP03,15,Mar-15
358152,ZP02,17,Aug-15
359890,ZP03,9,Aug-15
359932,ZP01,2,Jul-15
359932,ZP02,7,Aug-15
360919,ZP02,16,Jul-15
360919,ZP03,16,Aug-15
361211,ZP01,1,Jul-15
361565,ZP01,3,May-15
361565,ZP02,38,Aug-15
361565,ZP03,47,Aug-15
363143,ZP02,6,Aug-15
363950,ZP02,6,Mar-15
363955,ZP02,28,Jun-15
364243,ZP02,49,Aug-15
364243,ZP03,9,Aug-15
366884,ZP03,2,Aug-15
367776,ZP02,41,Aug-15
367776,ZP03,24,Aug-15
368539,ZP02,38,Aug-15
368539,ZP03,12,May-15
368595,ZP01,12,Aug-15
368595,ZP03,8,May-15
369626,ZP02,3,Aug-15
369981,ZP02,445,Aug-15
375882,ZP01,5,Aug-15
375882,ZP02,19,Aug-15
377108,ZP01,5,May-15
377658,ZP03,8,Aug-15
380336,ZP03,4,Mar-15
380540,ZP02,10,Mar-15
381598,ZP03,1,Jun-15
384040,ZP02,3,Jun-15
385109,ZP02,16,Jul-15
385109,ZP03,6,Apr-15
386193,ZP01,18,Aug-15
386193,ZP02,16,Jun-15
388055,ZP03,25,Aug-15
389185,ZP02,6,Jun-15
389205,ZP02,7,Aug-15
389205,ZP03,3,Aug-15
390968,ZP02,170,Aug-15
391795,ZP02,8,Aug-15
394265,ZP02,1,Jun-15
394387,ZP02,8,Aug-15
396297,ZP01,20,Jul-15
396297,ZP02,25,Aug-15
396422,ZP03,5,Aug-15
399741,ZP01,2,Aug-15
399741,ZP02,51,Aug-15
399741,ZP03,22,Aug-15
402850,ZP02,13,Aug-15
402850,ZP03,3,Apr-15
403601,ZP02,44,Jul-15
403601,ZP03,3,May-15
403809,ZP02,3,Jun-15
403809,ZP03,13,Aug-15
403822,ZP01,1,Jun-15
403822,ZP02,33,Aug-15
403822,ZP03,4,Apr-15
403998,ZP02,54,Aug-15
403998,ZP03,36,Mar-15
404233,ZP03,8,Aug-15
404461,ZP02,5,Jul-15
404461,ZP03,1,Mar-15
404476,ZP03,4,Apr-15
405085,ZP02,17,Jul-15
405406,ZP03,4,Jun-15
406442,ZP02,21,Aug-15
406826,ZP03,4,Aug-15
407078,ZP01,3,Feb-15
407078,ZP03,1,Apr-15
407608,ZP03,18,Aug-15
407736,ZP02,4,Aug-15
408907,ZP02,109,Aug-15
409751,ZP03,4,Mar-15
411007,ZP02,58,Aug-15
411199,ZP03,7,Jul-15
411385,ZP02,1,Aug-15
411804,ZP02,16,Aug-15
412125,ZP03,11,Aug-15
412358,ZP03,3,Aug-15
412491,ZP01,1,Jul-15
413132,ZP02,5,Apr-15
413132,ZP03,1,Mar-15
413157,ZP02,2,Jun-15
414668,ZP03,2,May-15
414905,ZP01,8,Aug-15
414905,ZP02,76,Aug-15
414905,ZP03,12,Aug-15
415178,ZP02,2,Jun-15
415744,ZP01,8,Aug-15
416688,ZP02,3,Jun-15
417434,ZP03,5,Apr-15
418030,ZP02,2,Aug-15
418030,ZP03,1,Mar-15
419088,ZP02,2,Jan-15
419259,ZP02,26,Aug-15
419259,ZP03,24,Aug-15
419580,ZP03,8,Aug-15
420183,ZP02,3,Apr-15
420804,ZP01,13,Aug-15
420804,ZP02,157,Aug-15
420804,ZP03,86,Aug-15
422146,ZP03,31,Aug-15
422363,ZP03,2,Aug-15
423242,ZP02,21,Aug-15
423242,ZP03,15,Aug-15
423381,ZP02,58,Aug-15
425563,ZP02,6,May-15
428460,ZP02,14,Apr-15
428639,ZP02,10,Aug-15
429083,ZP03,8,Aug-15
430119,ZP03,5,Apr-15
431687,ZP03,42,Aug-15
431948,ZP02,22,Aug-15
431948,ZP03,27,Aug-15
432473,ZP02,26,Aug-15
432473,ZP03,15,Aug-15
432886,ZP02,9,Aug-15
432886,ZP03,6,Aug-15
433242,ZP02,26,Aug-15
433242,ZP03,13,Jul-15
433696,ZP02,13,Aug-15
434053,ZP02,2,Jun-15
434816,ZP01,5,May-15
434816,ZP02,18,Aug-15
434816,ZP03,5,Apr-15
436491,ZP02,4,Aug-15
437182,ZP02,10,Jan-15
437182,ZP03,6,Aug-15
437480,ZP01,16,Jul-15
437480,ZP02,5,Feb-15
439631,ZP02,10,Aug-15
439631,ZP03,2,Aug-15
440321,ZP02,12,Jul-15
442236,ZP02,28,Jun-15
442469,ZP02,60,Apr-15
442469,ZP03,7,Aug-15
445111,ZP01,9,Aug-15
445111,ZP02,50,Jul-15
445111,ZP03,30,Aug-15
445157,ZP02,205,Aug-15
445157,ZP03,74,Aug-15
446766,ZP03,9,Jul-15
448262,ZP01,2,Aug-15
448262,ZP02,40,Aug-15
450089,ZP02,21,Aug-15
450479,ZP01,42,Aug-15
450479,ZP02,151,Aug-15
450657,ZP01,4,Jun-15
450657,ZP02,5,Jul-15
450657,ZP03,12,Apr-15
452138,ZP02,2,Aug-15
452462,ZP03,12,Aug-15
453211,ZP02,68,Aug-15
453211,ZP03,2,Mar-15
454491,ZP03,3,Apr-15
454493,ZP02,1,Jun-15
458353,ZP02,5,Jun-15
459594,ZP02,6,Aug-15
459594,ZP03,13,Aug-15
459731,ZP02,25,Jul-15
459731,ZP03,5,Mar-15
459959,ZP02,56,Aug-15
462900,ZP02,15,Aug-15
463505,ZP02,1,Jul-15
464393,ZP02,8,Aug-15
464590,ZP03,17,Aug-15
464607,ZP03,1,Jun-15
464628,ZP01,1,Jan-15
464628,ZP02,26,Aug-15
464628,ZP03,3,Feb-15
466265,ZP02,76,Aug-15
467430,ZP03,48,Aug-15
468553,ZP02,2,Apr-15
470969,ZP02,1,Aug-15
472909,ZP01,7,Jul-15
472909,ZP03,20,Aug-15
473456,ZP02,5,Feb-15
473892,ZP02,18,Aug-15
474003,ZP02,9,Aug-15
474463,ZP02,79,Aug-15
477779,ZP02,21,Jun-15
478056,ZP03,7,Aug-15
480165,ZP01,9,Feb-15
481087,ZP02,24,Aug-15
482877,ZP02,10,Apr-15
485858,ZP01,15,Jul-15
485858,ZP02,192,Aug-15
485858,ZP03,66,Aug-15
485873,ZP02,22,Jul-15
487811,ZP02,1,Mar-15
488072,ZP02,3,Jul-15
488072,ZP03,3,Jul-15
490459,ZP02,36,Apr-15
490459,ZP03,15,May-15
491871,ZP02,1,Jan-15
493923,ZP01,4,May-15
493923,ZP02,53,Aug-15
493923,ZP03,36,Aug-15
494166,ZP02,12,Apr-15
494166,ZP03,6,Apr-15
495039,ZP01,1,May-15
496310,ZP02,53,Aug-15
496914,ZP02,4,May-15
497175,ZP02,29,Aug-15
497175,ZP03,17,May-15
497641,ZP02,33,Aug-15
497641,ZP03,34,Aug-15
498139,ZP02,4,Jul-15
498425,ZP03,9,Aug-15
499168,ZP02,20,Aug-15
499274,ZP03,14,Jun-15
499531,ZP02,3,Aug-15
499569,ZP02,6,May-15
499569,ZP03,3,May-15
501207,ZP02,13,Aug-15
501207,ZP03,20,Aug-15
501519,ZP02,42,Aug-15
501642,ZP02,70,Aug-15
501642,ZP03,31,Aug-15
503309,ZP01,3,Jun-15
503309,ZP02,2,Jun-15
503720,ZP02,13,Jul-15
503720,ZP03,10,Jun-15
504643,ZP02,36,Aug-15
504775,ZP02,28,Aug-15
505092,ZP02,14,Aug-15
505514,ZP03,3,Apr-15
506373,ZP01,9,Aug-15
506373,ZP03,38,Aug-15
506725,ZP02,9,Aug-15
506882,ZP02,7,Jul-15
507157,ZP02,99,Aug-15
507157,ZP03,81,Aug-15
507207,ZP03,7,Apr-15
507537,ZP02,58,Aug-15
507537,ZP03,39,Aug-15
508459,ZP02,39,Jun-15
508459,ZP03,24,Aug-15
509104,ZP02,7,Aug-15
509850,ZP03,4,Aug-15
510896,ZP02,23,Aug-15
511916,ZP02,33,Aug-15
511916,ZP03,13,Jun-15
513009,ZP01,10,Mar-15
513009,ZP02,1,Jun-15
513009,ZP03,36,Aug-15
513124,ZP03,4,Jul-15
513589,ZP02,2,Aug-15
513589,ZP03,3,Jun-15
513684,ZP02,28,Aug-15
514534,ZP02,32,Aug-15
514534,ZP03,1,Mar-15
515049,ZP01,16,Jul-15
515049,ZP02,25,Aug-15
515271,ZP02,249,Aug-15
515271,ZP03,1,Apr-15
516603,ZP02,5,Aug-15
516955,ZP02,44,Aug-15
516955,ZP03,7,Jul-15
517623,ZP01,6,Aug-15
517623,ZP02,6,Aug-15
517856,ZP03,3,Jun-15
518166,ZP02,6,Aug-15
518535,ZP02,30,Aug-15
518535,ZP03,3,May-15
518700,ZP02,11,Aug-15
518700,ZP03,2,Aug-15
519206,ZP02,49,Jan-15
519535,ZP03,13,Aug-15
521102,ZP02,11,Aug-15
521228,ZP03,2,Mar-15
521825,ZP02,715,Aug-15
521825,ZP03,162,Aug-15
521999,ZP01,5,Jun-15
521999,ZP02,291,Aug-15
521999,ZP03,244,Aug-15
522329,ZP02,31,Aug-15
522329,ZP03,10,Aug-15
523173,ZP03,14,Aug-15
525568,ZP03,15,Aug-15
117,ZP03,5,Jan-15
532,ZP01,5,Jan-15
532,ZP02,5,Jan-15
532,ZP03,5,Aug-15
711,ZP02,3,Aug-15
1138,ZP02,21,Jun-15
1960,ZP02,2,Jan-15
3159,ZP02,39,Aug-15
3159,ZP03,6,Aug-15
3749,ZP02,4,Jul-15
3749,ZP03,7,Jul-15
4326,ZP02,207,Aug-15
4326,ZP03,9,May-15
7093,ZP02,8,May-15
8866,ZP03,9,Feb-15
9650,ZP01,3,Jul-15
10650,ZP02,18,Aug-15
10650,ZP03,6,Jun-15
12123,ZP02,5,Aug-15
12728,ZP02,2,Jun-15
12735,ZP02,34,Aug-15
13796,ZP02,1,Jan-15
13887,ZP02,37,Aug-15
13887,ZP03,35,Aug-15
14051,ZP01,13,Aug-15
15060,ZP03,20,Jan-15
16455,ZP02,10,Aug-15
17374,ZP02,9,Jun-15
18398,ZP02,16,Aug-15
18480,ZP02,129,Aug-15
18480,ZP03,81,Aug-15
18507,ZP02,5,Aug-15
18820,ZP03,2,Apr-15
20965,ZP03,9,Aug-15
21593,ZP02,18,May-15
22133,ZP01,4,May-15
22133,ZP02,22,Aug-15
22806,ZP02,3653,Aug-15
22898,ZP02,15,Aug-15
23486,ZP03,8,Mar-15
25400,ZP01,24,Aug-15
25400,ZP02,109,Aug-15
26053,ZP02,3,Aug-15
26295,ZP01,2,Jul-15
26295,ZP02,11,Aug-15
26295,ZP03,2,Mar-15
26383,ZP02,29,Aug-15
28538,ZP01,21,Aug-15
28538,ZP02,97,Aug-15
28538,ZP03,24,Feb-15
28719,ZP01,70,Aug-15
28994,ZP02,4,Jun-15
29177,ZP02,35,Aug-15
29512,ZP02,30,Aug-15
29512,ZP03,17,Aug-15
29582,ZP02,2,Aug-15
29771,ZP02,4,Aug-15
29771,ZP03,2,Jan-15
29865,ZP02,2,Aug-15
30642,ZP02,5,Aug-15
30642,ZP03,7,Jun-15
31787,ZP01,21,Aug-15
32966,ZP01,8,Mar-15
32966,ZP02,10,Aug-15
34141,ZP03,16,Aug-15
34450,ZP02,18,Aug-15
34450,ZP03,16,Aug-15
34482,ZP01,1,Aug-15
34549,ZP02,1,Jun-15
35153,ZP02,1,Mar-15
35867,ZP02,3,May-15
35867,ZP03,2,Apr-15
37594,ZP03,2,Aug-15
38573,ZP03,2,Apr-15
39387,ZP02,12,Aug-15
39769,ZP02,1,Mar-15
40078,ZP02,23,Aug-15
40078,ZP03,1,May-15
41029,ZP02,2,Aug-15
41029,ZP03,2,Aug-15
41970,ZP02,14,May-15
41970,ZP03,9,May-15
44974,ZP03,5,Apr-15
45799,ZP02,14,Aug-15
46787,ZP02,16,Aug-15
46985,ZP02,13,Aug-15
46985,ZP03,6,Aug-15
48645,ZP01,12,Aug-15
48645,ZP02,59,Aug-15
48645,ZP03,14,Aug-15
51657,ZP02,9,Jun-15
51801,ZP02,8,Jul-15
52580,ZP02,5,Aug-15
52665,ZP02,20,Aug-15
52665,ZP03,17,Aug-15
57125,ZP03,4,Aug-15
57973,ZP02,49,Aug-15
57973,ZP03,17,May-15
58172,ZP02,21,Aug-15
58370,ZP03,2,Mar-15
59051,ZP02,36,Aug-15
59577,ZP02,6,Aug-15
59632,ZP02,5,Jun-15
60410,ZP02,23,Aug-15
61017,ZP02,2,Aug-15
62412,ZP02,22,Aug-15
62412,ZP03,25,Aug-15
66255,ZP02,13,Aug-15
66255,ZP03,2,Jul-15
66745,ZP02,59,Aug-15
66745,ZP03,13,Aug-15
69686,ZP01,1,May-15
69896,ZP02,57,Aug-15
70411,ZP01,5,Aug-15
70411,ZP02,16,Aug-15
70411,ZP03,12,Aug-15
71102,ZP02,11,Aug-15
71102,ZP03,8,Aug-15
72473,ZP03,8,Aug-15
73820,ZP02,94,Aug-15
75160,ZP03,9,Aug-15
75941,ZP02,9,Aug-15
76086,ZP03,4,Jun-15
76283,ZP02,11,Aug-15
76518,ZP02,15,Jul-15
76518,ZP03,10,Apr-15
76570,ZP01,1,Jun-15
76570,ZP02,106,Aug-15
76570,ZP03,64,Aug-15
76672,ZP03,12,May-15
80387,ZP01,22,Aug-15
80387,ZP02,18,Aug-15
80387,ZP03,3,Jul-15
